hit_direct,hit_distance,hit_height,landing_direct,landing_distance,landing_height,x_direct,x_distance,y_direct,y_distance,velocity,ball_type
3,1,2,2,3,1,0,0,0,0,0.0,lob
2,3,1,2,3,1,0,0,0,0,15.02,drive
2,3,1,1,1,2,0,0,0,0,50.765,netplay
3,1,2,2,1,2,0,0,0,0,16.305,netplay
2,1,2,1,4,2,0,0,0,0,14.717,lob
3,4,2,1,4,2,0,0,0,0,12.503,drive
3,4,2,2,2,1,0,0,0,0,17.817999999999998,lob
2,2,1,2,3,2,0,0,0,0,29.418000000000003,smash
2,3,2,2,1,2,0,0,0,0,25.318,netplay
3,2,2,2,1,2,0,0,0,0,37.836999999999996,netplay
2,1,2,1,1,2,0,0,0,0,32.118,netplay
3,1,2,2,1,2,0,0,0,0,0.0,netplay
2,1,2,2,3,1,0,0,0,0,15.427999999999999,lob
2,3,1,1,4,1,0,0,0,0,30.851999999999997,long
3,4,1,3,2,2,0,0,0,0,37.695,smash
3,2,2,2,1,2,0,0,0,0,27.846,netplay
2,1,2,1,3,2,0,0,0,0,20.570999999999998,lob
3,3,2,2,2,1,0,0,0,0,25.435,cut
2,2,1,1,2,2,0,0,0,0,4.169,rush
3,2,2,2,1,2,0,0,0,0,15.950999999999999,netplay
2,1,2,1,4,2,0,0,0,0,39.99,lob
3,4,2,2,3,1,0,0,0,0,90.186,long
2,3,1,2,2,2,0,0,0,0,17.64,smash
2,2,2,2,1,2,0,0,0,0,25.219,netplay
2,4,1,2,2,2,0,0,0,0,31.744,cut
2,2,2,1,2,2,0,0,0,0,103.26899999999999,netplay
3,2,2,2,3,1,0,0,0,0,24.815,lob
2,3,1,1,2,1,0,0,0,0,11.412,smash
3,2,1,1,3,1,0,0,0,0,16.817999999999998,drive
3,3,1,2,1,2,0,0,0,0,37.034,cut
2,1,2,1,4,1,0,0,0,0,7.115,lob
3,4,1,2,3,1,0,0,0,0,5.112,long
2,3,1,1,4,1,0,0,0,0,21.366,long
3,4,1,1,3,2,0,0,0,0,30.274,smash
3,2,2,1,4,1,0,0,0,0,0.0,long
3,4,1,1,1,2,0,0,0,0,7.6610000000000005,cut
3,1,2,2,3,1,0,0,0,0,0.0,lob
