velocity,x_direct,x_distance,y_direct,y_distance,x12,y12,x23,y23,x34,y34,x45,y45,x26,y26,x67,y67,x78,y78,x215,y215,x159,y159,x910,y910,x1011,y1011,x1512,y1512,x1213,y1213,x1314,y1314,type
46.008,3,3,2,3,22,9,12,-11,-17,-15,-25,-9,5,8,13,-1,8,-9,34,8,17,12,16,28,11,36,-7,22,-16,23,-23,21,cut
17.889,2,2,2,3,8,24,16,0,16,7,8,8,-16,0,-15,7,-24,0,8,23,8,8,16,31,23,32,-8,16,-8,15,-8,40,netplay
12.946,2,2,2,2,24,16,7,-8,16,16,-16,40,0,8,-16,16,-16,8,23,8,24,8,0,32,15,24,16,8,-16,8,-8,24,netplay
22.789,3,1,2,2,-6,13,-4,10,13,3,16,7,-8,9,9,8,9,1,-12,25,-15,13,19,10,17,24,-1,14,-11,18,-25,3,lob
43.626,3,2,3,3,16,32,15,8,24,-8,24,-16,-8,0,0,-8,0,32,0,24,0,24,15,39,0,40,-16,24,-16,39,-23,24,long
24.497,3,4,3,2,-14,3,-9,-10,-5,-14,8,-13,-2,12,-14,10,-8,-9,-22,19,-12,13,-16,18,-5,35,5,17,5,22,17,10,cut
7.817,3,3,3,2,-8,31,8,0,8,24,-8,0,-15,0,-16,8,0,8,-7,16,7,15,16,8,0,23,-8,15,-8,24,-8,31,netplay
11.033,3,2,3,2,-3,15,-10,8,1,25,16,6,-6,6,4,17,-2,16,-21,26,-10,12,16,15,7,30,-2,15,-1,22,-22,11,lob
66.004,2,4,3,2,-9,15,-11,0,-21,-10,-12,-14,9,10,-3,20,-10,-2,-5,27,-9,12,-8,18,2,15,6,17,-8,21,16,28,smash
17.223,2,4,2,2,8,31,-16,0,-16,7,-24,8,0,7,16,16,-8,15,8,23,24,23,16,31,32,31,16,23,-40,23,8,39,netplay
16.297,2,2,2,2,1,14,-10,13,-2,14,-1,12,20,1,14,6,16,8,8,27,-7,13,-13,13,5,30,12,15,7,25,-13,5,netplay
9.702,2,2,3,1,-8,32,16,8,8,8,16,8,-15,-8,-16,8,-16,0,-7,16,7,24,24,8,0,8,-8,16,-16,24,-8,24,netplay
53.687,2,3,2,3,24,32,8,-8,16,-24,8,-32,-8,8,16,8,16,0,8,24,24,24,8,48,-8,40,8,24,-16,48,-8,32,long
75.577,2,3,2,3,-10,16,-10,1,-20,-9,-16,-10,6,5,-7,19,-12,-12,-8,25,-8,13,-11,18,-10,22,5,14,5,29,21,18,smash
23.056,2,3,2,2,-16,32,16,8,7,16,16,-8,-15,0,-15,16,7,-8,0,24,8,24,15,39,16,32,-15,24,-15,31,-16,40,lob
40.386,3,2,3,3,8,22,19,-6,10,-26,1,-21,-7,10,-12,-4,1,-30,21,30,15,23,3,38,-3,39,-6,26,4,42,-5,38,long
31.209,2,4,2,2,-10,13,-9,3,-9,-9,2,-11,6,8,-1,9,-3,-17,-5,35,-9,18,-9,14,5,15,5,19,-3,18,8,33,cut
25.389,2,3,2,2,8,24,7,0,-23,7,-7,0,0,7,0,24,-8,8,7,31,0,15,-15,24,-15,15,0,15,0,39,15,24,lob
23.936,2,3,2,2,8,16,0,8,0,8,-16,0,-8,8,8,16,-16,-8,0,16,7,16,0,24,16,24,7,16,0,24,16,24,cut
6.59,2,3,2,2,0,32,15,8,0,7,-15,0,-8,8,0,23,-15,0,8,31,7,16,-15,39,23,16,-8,24,0,31,23,16,netplay
5.69,2,2,2,2,3,18,-14,9,-6,17,-14,11,16,0,20,-3,15,4,9,22,-3,16,-13,18,-14,16,15,14,16,20,18,10,netplay
18.662,2,2,2,2,8,22,11,2,-15,10,-17,8,5,14,8,13,1,27,32,27,13,20,-22,7,-16,24,-2,24,5,26,15,20,lob
27.521,2,3,2,2,16,24,8,0,0,23,-8,16,-8,7,8,24,-8,15,16,23,16,16,-24,39,16,31,8,23,-16,32,16,31,lob
60.878,2,3,2,2,0,23,0,0,-8,8,8,8,8,0,0,16,-8,0,0,16,0,15,-8,23,0,15,8,15,-8,23,23,23,smash
35.532,2,3,2,2,-8,31,16,8,8,16,15,0,-15,0,-23,16,15,8,-7,24,7,23,16,39,23,32,-16,23,-15,32,7,39,lob
75.39,2,3,2,2,-11,15,-16,-2,-16,-8,-7,-16,6,7,-5,18,-14,-6,-10,26,-11,11,-13,26,-1,18,9,17,-10,22,16,30,smash
21.432,2,3,2,2,8,32,-8,0,-23,16,-23,8,8,0,15,8,0,24,15,16,16,16,23,40,23,24,16,24,-31,24,-8,40,netplay
28.656,2,2,2,2,4,20,-12,7,0,15,-14,6,12,-1,14,-12,14,-9,7,24,-4,15,-13,14,-7,28,15,13,10,11,9,20,lob
27.301,2,3,2,2,-7,32,-16,-8,-16,-8,-15,-8,15,0,-8,-16,0,-8,7,23,-7,16,-8,32,8,31,8,16,16,40,15,31,cut
15.222,2,2,2,2,0,24,-8,8,-8,8,-16,8,15,0,8,0,16,8,8,16,-8,16,-8,23,-8,24,7,8,16,16,8,15,netplay
17.519,2,2,3,1,0,32,8,8,16,16,8,8,-16,0,-24,0,-16,-8,-8,24,0,16,24,23,16,16,-16,16,-8,31,-16,24,lob
37.199,2,4,2,2,-7,12,-15,2,-15,-10,10,-4,8,11,-3,10,-7,-7,-10,31,-9,16,-3,20,3,27,5,18,-5,21,6,30,long
41.337,3,3,3,3,8,32,7,8,24,-8,16,-16,-16,0,-24,8,8,-8,-8,23,0,24,23,40,0,31,-16,24,8,24,-24,16,cut
28.531,3,2,3,3,-8,15,0,8,24,0,8,0,0,8,16,8,16,-8,0,23,-8,16,16,23,16,30,0,16,0,23,-15,15,netplay
69.514,3,5,3,2,-13,12,-14,-5,-4,-26,0,18,2,18,-8,12,2,-12,-13,24,-12,15,-9,23,10,18,6,18,4,20,8,24,smash
18.685,3,3,3,2,-16,23,8,8,24,15,24,0,-15,-8,-16,-8,8,0,-23,15,-16,16,16,31,-24,31,-32,8,-24,31,-16,31,netplay
60.621,2,3,2,3,16,32,15,-8,15,-24,0,-16,-8,16,15,7,8,0,15,31,15,16,-8,56,-7,39,-8,24,0,48,-15,31,cut
18.835,3,3,2,3,-16,15,0,0,8,16,16,8,-8,0,8,8,8,8,-16,16,-8,15,16,16,-16,23,-8,8,16,23,-16,23,netplay
25.286,3,3,3,2,-8,32,16,16,15,0,16,0,-15,0,-24,16,-8,0,0,32,0,16,16,23,15,16,-15,16,-16,31,0,24,lob
47.968,2,3,2,2,0,13,-3,10,-9,4,-14,2,0,5,2,17,-16,5,3,31,0,16,-15,7,-15,20,4,15,2,22,22,17,cut
46.045,2,3,3,2,-15,23,8,16,23,8,23,-8,-16,0,-23,8,0,8,-16,24,0,23,31,23,24,31,-15,15,-24,31,-31,31,lob
31.778,3,3,3,2,6,17,6,8,19,-10,17,-11,-10,4,-15,13,-4,9,-7,34,-1,17,3,21,-17,33,-8,19,4,24,0,26,long
40.405,3,3,2,3,46,0,-15,0,15,-15,0,7,-8,0,8,-23,0,8,8,16,8,16,-16,39,-31,23,15,16,23,47,0,39,long
24.792,2,3,2,3,-8,24,-7,-8,-16,-16,-8,-16,8,0,0,24,-15,0,-7,16,-8,16,-8,24,0,16,0,16,-8,32,15,32,cut
28.087,2,3,2,2,15,24,8,0,-8,23,0,16,-8,7,-7,16,-16,16,8,31,8,15,-16,32,16,23,0,15,-8,32,16,31,lob
30.957,3,4,2,2,-16,3,-11,-5,-3,-16,9,-10,0,11,-5,5,-3,-15,-24,20,-11,14,-8,23,-3,33,3,18,4,20,17,14,long
19.298,3,2,3,4,8,7,0,0,0,16,0,0,0,0,16,8,-16,8,16,8,7,8,-15,15,-16,0,15,8,-23,15,124,62,netplay
15.024,2,2,2,2,24,24,8,0,-16,16,0,40,0,0,-16,16,-16,16,24,8,16,16,15,32,32,24,8,16,-24,8,-16,24,netplay
28.635,2,2,2,2,1,20,-12,6,-18,0,-15,-3,18,5,12,8,11,7,3,29,-8,15,-9,19,-7,30,11,12,12,21,9,14,rush
14.885,2,2,3,2,8,24,-8,0,16,7,7,-23,0,0,15,7,0,-15,0,15,0,24,0,31,-15,24,8,24,0,31,0,31,long
58.779,3,3,3,4,8,32,16,0,15,-8,0,8,-16,24,16,15,8,0,16,32,15,23,-8,40,8,31,-8,31,8,40,15,31,cut
17.702,3,2,3,3,-1,12,-7,10,13,12,21,8,-15,6,-7,5,0,8,-24,32,1,19,21,10,15,27,-5,15,2,16,-19,16,netplay
9.536,3,2,3,2,-15,24,15,8,8,16,8,0,-8,0,-16,16,8,8,0,24,0,16,15,16,-8,24,-16,16,-8,24,-8,16,netplay
18.7,3,3,3,4,8,32,15,0,16,-8,23,-24,-16,8,-7,8,15,-8,0,32,15,24,0,47,0,32,0,24,7,47,16,40,cut
13.364,3,3,2,2,11,17,-2,6,-18,12,-18,8,12,4,22,4,14,12,35,5,25,15,7,28,27,16,4,20,-22,11,-9,28,netplay
22.337,2,2,2,2,2,17,-9,9,-13,10,-17,9,19,-1,16,-5,14,-7,10,22,-6,15,-19,12,-7,24,13,12,15,19,17,10,lob
44.436,2,2,2,3,15,16,8,-9,-3,-23,-24,-19,-6,16,1,-14,-16,-6,27,23,20,21,16,16,13,34,-5,29,-15,27,-19,34,cut
18.263,2,2,2,3,8,24,-16,0,-16,16,-24,0,8,0,16,16,16,7,0,16,0,15,-16,24,-8,31,16,15,16,24,16,23,netplay
12.477,2,2,3,2,-16,24,8,7,15,16,16,8,-8,-8,-15,-16,-16,-8,-16,7,-7,24,23,0,0,16,-23,8,-15,32,-24,15,netplay
35.943,3,2,3,1,0,11,1,12,15,3,14,-4,-6,0,1,-12,6,-11,-11,32,2,22,18,15,8,27,-10,21,-7,13,-17,14,rush
20.837,3,1,3,2,-15,31,-16,-8,-15,-7,-16,-24,7,8,0,16,-7,7,-8,24,-8,15,8,39,31,8,0,23,-15,31,15,32,lob
103.55,3,2,2,2,0,24,-7,-8,-24,-8,-8,-8,8,0,-15,16,0,0,8,24,0,16,-15,24,0,32,8,16,8,24,23,24,smash
23.505,2,3,3,2,8,24,8,8,0,15,-16,8,-15,8,-8,15,-15,16,0,31,8,24,7,31,0,32,-8,16,-23,39,-15,32,netplay
13.529,3,2,3,2,-11,16,1,9,9,7,13,8,-9,-1,-13,0,6,9,-20,22,-3,14,16,2,17,29,-12,9,-1,19,-31,2,netplay
18.097,3,2,3,2,-8,23,16,8,0,0,-24,8,-16,8,-8,15,8,0,0,23,8,24,8,7,0,24,-8,24,-16,23,0,23,lob
30.773,2,3,2,4,16,32,15,0,24,-8,23,-16,-8,8,8,16,23,8,0,32,7,24,16,48,-23,24,-8,24,0,48,-8,32,long
58.264,2,4,2,3,-7,8,-3,11,6,4,7,-7,-2,11,3,12,-7,10,-11,38,-6,15,3,21,8,26,6,15,4,23,7,20,smash
29.754,3,3,3,3,-8,32,16,8,16,16,24,0,-16,0,-24,16,-8,16,-8,24,0,24,32,16,8,40,-16,24,-24,32,-32,24,netplay
19.459,3,2,3,2,-7,23,-8,0,0,16,0,-8,7,0,0,16,0,0,-8,24,-8,15,8,23,8,16,0,15,0,23,0,-7,netplay
25.859,3,3,3,2,0,23,8,8,0,15,-8,0,-15,0,-16,0,-15,8,-7,16,7,23,16,15,8,16,-8,23,-8,23,0,23,lob
26.56,2,4,3,2,0,23,8,8,7,8,-15,0,-15,0,-16,0,-8,-7,-8,16,8,23,-23,15,-8,15,0,15,8,31,23,15,cut
20.984,2,3,2,2,16,24,8,0,0,24,-8,16,-8,8,8,16,-8,16,15,24,16,16,-23,8,-8,24,16,16,-8,40,32,8,lob
45.658,2,3,2,2,-4,16,-6,3,-15,4,-25,-2,10,5,6,16,-21,-8,0,29,-4,15,-15,14,5,17,6,18,2,23,26,12,long
34.169,2,3,2,3,9,17,19,-10,2,-23,-1,-25,-5,19,6,-13,-11,-12,24,24,18,24,9,33,0,36,-7,25,-7,39,-13,30,long
28.622,2,3,2,2,0,24,-8,0,-15,0,-8,-8,7,0,0,8,-7,-16,0,16,-8,16,-7,24,7,16,0,16,0,24,15,24,cut
32.685,3,3,3,2,0,32,15,0,16,0,15,-8,-16,0,-15,16,-16,16,-8,24,8,24,15,7,8,24,-8,24,-23,23,-8,24,lob
38.071,3,3,3,2,2,15,4,9,13,-9,16,-1,-10,12,-7,9,-1,18,-6,34,6,20,-2,20,-13,33,5,19,-2,24,-5,30,long
27.435,3,3,2,3,31,16,-8,0,8,15,8,-70,8,-8,0,-8,0,-39,8,15,0,16,-16,31,-15,24,24,8,7,39,-7,40,long
46.931,3,3,3,3,-8,31,0,8,32,7,24,0,-8,0,-16,0,72,15,-8,23,-8,23,32,16,16,38,-8,23,8,23,-40,0,cut
31.596,3,3,3,3,0,24,0,0,24,-8,8,0,-8,0,0,15,40,-23,-8,15,0,24,16,23,8,23,-8,24,0,15,-15,16,lob
61.711,3,3,3,3,3,30,17,9,23,4,21,-6,-18,-3,-9,18,17,-4,-10,25,-2,25,23,32,10,34,-19,22,-14,25,-21,22,long
36.053,3,3,3,3,0,15,6,10,17,-14,16,-12,-7,9,-8,9,10,6,0,38,-2,14,-3,25,-14,27,-3,16,7,21,0,25,long
40.171,3,3,3,3,8,39,-16,0,0,7,71,-38,15,-8,24,-8,16,-15,0,23,0,23,15,39,8,39,-16,16,-8,31,-23,23,long
36.086,2,4,2,3,0,16,-8,0,-8,8,-24,-8,0,0,8,16,-8,7,0,16,-8,15,-8,16,-8,23,0,15,-8,24,32,23,long
49.682,2,3,2,4,30,24,8,0,8,-32,-8,-32,-7,8,0,0,30,8,8,24,23,24,8,40,-8,40,0,24,-15,40,-16,32,cut
15.118,3,2,2,3,-8,24,-8,8,16,8,16,16,-8,8,0,16,16,0,-16,24,-8,16,16,24,16,24,0,16,8,24,-24,16,netplay
22.191,3,3,3,2,0,31,8,0,8,16,7,0,-16,0,-16,16,-15,8,-8,16,8,23,8,8,0,23,-8,15,-16,31,-7,24,lob
11.621,2,3,3,2,0,24,8,8,16,24,7,8,-16,0,-23,16,0,16,-8,24,16,16,8,24,15,16,-8,16,-16,32,-7,24,netplay
8.852,3,2,3,2,-7,14,-11,5,8,15,16,10,3,12,5,8,6,8,-16,26,-10,12,18,18,11,35,3,15,-2,23,-19,11,netplay
4.961,3,2,3,1,-5,26,17,4,9,11,15,3,-20,2,-12,9,-16,3,-1,33,7,20,11,15,4,18,-11,21,-18,21,-5,25,netplay
18.945,3,2,3,1,-3,17,-6,9,21,2,14,4,-9,4,-3,14,9,13,-19,30,-1,17,13,21,11,30,-12,13,-5,15,-12,23,lob
26.187,3,2,3,2,15,24,10,16,17,11,-20,8,6,-7,7,1,8,-3,20,23,-11,22,13,33,-8,33,3,13,4,11,-6,16,long
14.659,2,2,3,2,7,15,16,0,16,16,-16,0,-7,8,7,15,0,0,8,23,8,16,0,30,0,23,0,16,-8,23,0,30,long
34.807,3,3,3,4,16,24,15,-8,23,-16,8,-24,-8,16,0,24,15,-8,15,32,23,16,8,47,0,40,0,24,8,47,15,32,cut
22.604,2,2,3,3,11,17,-9,6,-7,10,-10,9,11,-7,13,-12,18,-9,8,8,0,10,-22,6,0,24,14,6,12,13,21,11,lob
35.867,2,2,2,3,23,16,8,-8,0,-32,0,-16,-8,0,-15,-8,-8,-16,8,24,16,16,23,40,-8,40,0,16,-16,40,-23,32,long
29.753,2,3,2,2,-5,13,-11,-4,-15,-9,-12,-18,2,4,-9,14,-7,-14,-3,27,-4,19,-8,15,4,18,0,19,-16,19,21,19,cut
22.798,2,3,3,2,-8,32,8,7,23,8,16,0,-16,-8,-24,0,-15,0,-16,15,-8,16,24,8,8,16,-24,8,-23,24,-24,23,lob
20.038,3,3,3,2,-11,7,-15,-3,-12,-12,1,-11,-4,12,-9,12,-11,-6,-20,32,-9,13,-6,25,10,27,7,15,3,20,19,14,cut
19.075,3,3,2,3,-8,23,16,16,0,15,8,-7,-8,0,-24,8,-8,8,0,24,8,23,16,39,24,31,-16,15,-8,39,0,39,netplay
25.914,3,2,3,2,-16,16,0,0,0,8,16,15,-7,0,0,15,15,0,-7,15,-8,16,15,16,8,16,-16,8,16,24,-16,0,lob
72.602,3,2,2,3,17,19,17,-10,3,-26,-4,-30,-4,15,16,18,12,-18,27,24,23,21,19,26,8,34,-1,23,-15,28,-18,20,smash
23.778,2,2,2,3,8,15,-10,8,-16,4,-19,7,6,-1,19,-1,19,8,23,21,0,10,-20,5,-21,22,16,8,17,17,29,15,lob
72.159,2,3,2,2,0,24,8,0,0,-8,-8,-16,-15,8,-23,8,-8,-8,0,32,15,24,-15,32,0,32,0,24,-15,32,0,32,drive
29.535,2,3,2,2,7,23,-7,0,-8,0,-16,8,8,0,16,8,0,16,8,8,0,16,-23,15,-8,31,16,16,7,23,23,15,lob
70.301,3,2,3,2,1,19,28,6,15,-6,-16,-4,-8,12,-3,22,19,0,13,35,15,21,4,33,-9,33,-4,26,3,41,-12,18,smash
20.379,3,3,3,3,-3,13,-5,15,11,14,23,9,-10,5,-13,6,0,10,-19,27,-12,13,-9,20,-28,19,7,7,12,13,6,24,netplay
24.118,3,3,3,2,-8,31,15,8,8,15,8,8,-16,0,-15,8,-16,0,0,16,8,23,7,15,8,16,-16,15,-7,31,0,23,lob
28.899,2,4,3,2,0,15,-8,0,-16,8,0,0,8,8,8,15,-8,8,0,15,-8,16,-16,23,-16,23,8,16,0,23,8,15,cut
12.026,2,3,3,2,-8,24,8,8,8,16,16,8,-15,0,-24,8,-8,8,-7,16,0,24,23,16,8,16,-16,24,-16,24,-8,24,netplay
13.25,3,2,3,2,-7,12,-2,11,12,11,22,13,-9,9,11,3,8,5,-15,28,-5,16,17,15,3,30,-6,17,9,17,-19,16,netplay
19.77,3,2,2,1,-1,21,9,3,-17,2,-17,0,-3,12,11,13,-6,20,17,33,8,23,-25,6,-18,28,-3,28,5,24,23,17,lob
39.931,2,4,2,2,-2,14,-6,7,-2,5,-14,2,3,3,4,21,-14,2,-2,31,-7,13,-7,15,-10,21,0,13,-2,25,24,12,long
42.287,3,3,3,3,0,31,16,8,16,-8,15,0,-16,0,-15,8,0,-8,-8,23,0,23,24,24,8,31,-8,23,0,24,-31,7,cut
33.282,3,2,3,3,-1,14,-2,9,16,1,19,1,-9,6,-1,11,4,15,-12,32,-7,20,17,14,16,24,6,19,-2,16,-17,13,lob
42.007,3,3,2,3,16,17,16,-4,3,-21,-6,-14,-6,10,2,-13,-5,-11,19,18,15,25,2,40,-3,38,-9,26,-8,38,-18,26,long
32.613,3,3,3,3,0,32,16,8,31,0,15,-8,-8,0,-23,8,0,-8,0,23,0,24,23,40,0,31,-16,24,0,32,-31,16,cut
29.323,3,2,3,3,-4,15,-7,9,15,10,14,7,-10,4,-3,5,3,13,-21,22,-7,13,19,10,15,24,-12,10,6,21,-27,5,lob
45.339,3,3,2,3,18,16,15,-9,5,-21,-12,-16,-1,10,0,-14,-15,-2,30,15,20,17,13,39,-1,36,-3,25,-9,30,-21,21,long
26.007,2,3,3,3,-8,31,8,8,24,8,15,0,-16,-8,-16,-7,-7,-16,-8,24,0,23,24,31,16,40,-8,23,-23,24,-32,15,cut
26.21,3,2,3,2,-16,23,0,0,0,8,16,8,0,0,0,16,16,0,-8,16,-8,23,16,15,0,31,0,15,8,23,-40,8,lob
44.924,3,2,3,3,0,31,16,0,8,8,8,0,-16,-8,-8,8,56,8,0,23,8,23,16,39,0,31,-16,16,-8,39,-24,38,long
21.296,3,3,3,3,-15,6,-16,-8,-3,-15,8,-11,-6,7,-16,9,-4,-7,-29,19,-11,15,-10,22,2,35,4,17,4,25,14,18,cut
6.287,3,3,3,2,0,24,8,8,8,24,16,0,-16,8,-16,16,-8,16,-8,32,8,16,16,32,8,16,-8,16,-8,32,-8,32,netplay
58.748,2,3,2,4,14,24,14,-16,13,-19,2,-19,-18,11,19,8,12,0,14,32,20,31,-1,42,-6,32,-4,30,-3,35,-22,34,cut
19.307,3,3,2,3,-16,15,0,8,0,15,16,8,0,0,0,15,16,16,-8,15,-16,16,24,15,-16,23,-8,16,16,15,-8,23,netplay
23.56,2,3,2,2,8,32,7,0,8,24,-15,47,0,8,7,32,0,0,15,24,15,16,0,31,-30,0,15,16,0,31,31,16,lob
29.571,2,3,2,2,-5,15,-12,5,-16,7,-11,-5,11,6,11,10,6,18,9,29,-9,9,-11,19,-1,19,8,11,-11,25,24,17,cut
26.416,3,3,3,2,-8,32,15,0,0,23,-7,0,-16,0,-7,15,0,16,-8,15,16,24,15,8,0,24,-8,16,-7,32,-16,23,lob
73.714,2,5,3,2,-8,23,-8,-7,-16,0,-7,0,8,0,0,16,-8,0,0,16,-8,8,-16,15,-7,23,0,15,0,24,8,31,smash
32.77,2,4,2,2,24,24,8,-8,24,-8,-16,16,-16,8,-24,0,-32,0,16,16,24,16,8,39,40,8,8,24,-16,23,-16,40,lob
58.622,2,4,2,2,-10,10,-15,0,-11,-13,7,-6,3,8,-3,13,-2,-11,-18,31,-7,14,-2,21,7,29,8,14,2,21,18,19,smash
69.636,3,4,3,2,-2,10,1,11,3,10,-3,-15,-3,8,-2,4,-8,-12,0,37,-8,15,-8,15,7,28,5,16,-4,21,12,23,smash
23.55,3,4,3,3,-16,16,8,8,24,15,32,8,-16,-8,-24,8,-16,8,-24,16,-16,15,32,16,-8,31,-24,7,-32,32,-16,23,netplay
28.253,3,2,3,2,-4,13,-8,8,11,6,5,8,-1,5,7,5,9,-1,-8,27,-16,16,11,13,14,30,5,14,2,24,-16,3,lob
44.999,3,2,2,3,16,13,14,-15,-3,-22,-3,-22,-5,13,10,-6,-18,-12,24,17,30,24,15,28,15,32,1,24,-21,26,-21,13,smash
13.212,2,3,3,2,-15,23,15,15,0,24,8,23,-16,-8,-15,0,7,-15,-8,23,0,23,8,31,7,31,-16,23,8,31,8,31,long
37.2,2,5,2,2,-7,6,-12,-3,-10,-11,15,-1,8,-3,-3,13,-2,-15,-10,24,-6,13,-3,18,4,23,6,15,-2,20,7,29,long
53.389,3,3,3,3,0,40,15,7,16,-7,0,0,-8,0,-8,-16,8,-8,0,23,7,24,8,39,0,39,-16,24,-8,31,-23,32,cut
18.9,3,3,3,3,-8,16,8,7,15,16,8,0,-8,0,-8,7,24,8,-16,15,-7,16,23,8,8,31,-15,8,15,23,-23,24,netplay
15.526,3,3,3,2,0,32,16,8,16,8,8,0,-24,0,-24,8,-8,0,-8,24,16,24,8,32,0,16,-8,24,-8,32,0,32,netplay
18.076,2,2,3,2,15,23,-15,0,-16,16,-16,15,8,-15,8,-8,8,0,8,8,-8,15,-15,16,-16,15,16,8,16,15,23,15,lob
72.013,2,2,2,2,23,23,7,0,16,-15,-8,7,-8,16,0,15,15,8,7,24,24,15,15,47,15,39,8,23,-15,39,-23,39,smash
23.007,2,3,2,3,-16,24,16,0,23,7,24,8,-8,0,-8,7,16,16,-8,15,-8,16,-16,23,-23,16,0,16,16,8,8,23,netplay
25.971,3,3,3,2,-8,32,16,8,23,16,16,8,-16,0,-15,8,-8,0,-8,24,8,24,16,15,15,16,-15,16,-16,31,-16,24,lob
31.183,2,3,2,2,-3,11,10,8,0,14,-10,4,-2,2,7,11,-5,14,10,27,6,17,-18,5,-21,20,-2,18,12,19,16,19,cut
32.443,2,3,3,2,-8,32,16,7,16,0,8,-7,-16,0,-23,7,-8,-7,0,23,0,24,16,15,16,24,-16,24,-15,31,-16,24,lob
32.867,3,3,3,2,2,17,10,5,26,-8,-7,7,-10,8,-9,14,-3,18,-3,32,1,17,2,24,-6,35,-9,15,-2,23,-5,31,long
31.164,3,3,3,3,-4,26,23,11,18,1,-6,-10,-22,-7,-9,19,7,-11,-3,29,11,26,13,36,9,33,-13,24,-12,33,-20,34,cut
14.314,2,2,3,3,7,31,-7,0,-8,23,-8,23,16,-15,16,0,8,0,8,8,0,7,-15,8,-16,23,16,0,24,23,15,8,netplay
20.97,2,2,3,1,-8,31,16,0,15,0,8,-8,-15,0,-24,0,-8,-8,0,23,0,24,16,15,8,8,-15,16,-16,31,-16,31,lob
41.626,3,3,3,2,-3,17,15,5,8,13,-13,6,-11,4,-9,14,-3,16,-4,25,5,18,18,7,6,19,-12,16,-9,18,-9,16,long
59.317,3,4,3,2,8,32,8,8,23,0,-8,0,-16,8,-7,8,15,-24,-8,31,8,24,-8,32,-15,31,-8,16,-15,32,-23,31,smash
15.629,3,3,3,3,1,16,-10,7,-15,9,-21,11,17,4,10,12,-5,9,14,21,-3,16,-14,17,24,6,18,10,17,11,20,16,netplay
15.17,2,2,2,2,3,23,-4,6,-15,11,-20,6,5,3,15,19,-3,17,24,28,8,24,-23,5,-18,18,3,25,10,22,24,25,netplay
15.671,3,2,2,2,-8,16,-9,5,13,13,6,10,-14,6,1,16,5,15,-27,23,-7,12,19,7,22,23,-6,9,-10,6,-25,8,lob
24.397,2,3,3,2,-1,17,-10,3,0,21,29,6,-1,4,-6,11,1,11,-14,21,-13,12,-6,19,-16,17,0,11,16,12,-7,19,lob
39.96,3,2,3,2,0,31,15,0,16,23,8,23,-16,8,0,23,8,7,8,23,15,15,8,31,-8,23,-8,15,-16,31,-16,23,long
17.404,3,3,3,3,0,39,15,8,24,15,7,8,-15,0,-8,15,-16,16,-8,23,8,23,15,39,-7,31,-15,16,-8,38,-23,31,netplay
28.154,2,2,3,2,3,17,-11,12,4,13,24,-2,10,-4,14,1,15,0,8,23,-10,14,-10,18,6,30,13,9,11,22,5,21,lob
27.862,2,2,2,3,24,9,17,-7,4,-17,-10,-2,6,12,15,0,7,-15,35,22,20,18,9,38,2,33,-5,23,-9,26,-31,20,cut
20.498,3,3,2,3,-14,8,-12,-6,7,13,12,19,-3,13,-11,10,1,-11,-20,16,-17,0,-15,16,-22,18,2,16,7,19,11,21,lob
51.823,3,2,3,3,-15,24,15,16,0,24,8,24,-15,0,-23,0,-8,32,-8,32,0,16,16,48,7,32,-15,16,-8,48,-7,32,long
59.583,3,2,3,3,-8,24,-8,0,-15,16,8,15,16,0,8,16,0,0,0,16,-8,15,8,32,0,31,0,15,16,24,-8,31,smash
20.01,3,2,3,3,-8,39,15,8,0,23,8,23,-8,0,0,8,23,31,-8,23,-8,16,31,38,0,39,-15,16,7,31,-23,23,netplay
23.987,3,4,3,3,-12,5,-15,-5,-7,-9,1,-3,1,13,-6,14,-8,-5,-23,29,-9,15,-2,25,2,28,3,16,2,24,16,9,lob
36.137,2,3,3,3,8,31,8,0,0,24,-8,23,-8,0,-15,8,-8,0,15,24,16,23,-8,39,16,32,0,23,-7,39,15,24,long
23.971,2,2,2,2,1,16,-14,8,1,14,-4,16,16,3,11,11,9,18,7,29,-10,11,-8,19,-10,30,10,10,11,30,3,9,long
5.876,3,1,2,2,-15,10,-12,7,-13,15,1,23,-9,-4,-10,3,-4,12,-29,2,-15,16,21,15,4,33,0,10,19,19,-22,21,netplay
15.049,3,2,3,3,8,31,15,0,23,-16,23,-15,-8,0,0,-8,0,-15,0,23,7,24,16,47,7,39,-8,24,-8,31,-23,24,netplay
15.443,2,3,2,3,-4,16,5,6,16,11,-7,-16,-3,5,4,17,-15,-8,15,31,-12,17,-13,18,0,28,4,17,-3,24,23,13,lob
33.485,2,3,2,2,8,23,15,8,-8,16,-7,15,-8,8,0,23,-8,16,15,24,15,15,-7,31,15,31,8,15,7,39,8,31,long
23.054,2,4,2,2,-4,11,6,12,13,10,0,-18,-8,0,5,7,-4,8,-1,32,-2,15,-23,7,8,22,2,19,0,19,14,25,cut
15.092,3,2,2,2,6,13,-6,17,7,16,-4,12,16,2,16,13,-1,-7,16,33,-7,17,-3,21,0,24,6,18,-3,23,-2,32,long
40.299,2,3,2,3,24,31,8,-8,16,-31,0,-24,-8,8,0,0,16,8,8,24,16,16,0,55,0,39,0,24,0,47,-8,39,long
