velocity,x_direct,x_distance,y_direct,y_distance,x12,y12,x23,y23,x34,y34,x45,y45,x26,y26,x67,y67,x78,y78,x215,y215,x159,y159,x910,y910,x1011,y1011,x1512,y1512,x1213,y1213,x1314,y1314,type
37.837,2,3,2,3,0,24,-15,0,-15,0,-24,-16,16,8,15,8,8,24,0,32,-7,24,-23,24,-8,40,8,24,0,48,23,-16,long
32.118,3,5,3,2,-11,9,-17,7,-7,-3,13,-4,5,7,-2,16,-4,-11,-18,25,-10,19,-1,23,-1,26,9,21,6,25,16,16,long
30.852,3,3,2,3,24,24,0,0,24,-16,-24,-8,8,0,16,-16,-16,0,8,23,0,24,-8,47,-8,40,16,24,0,47,-8,48,long
37.695,3,4,3,2,-9,10,-16,1,-2,-10,14,-1,0,4,9,-8,0,-12,-12,21,-11,18,5,24,6,26,5,20,5,24,15,26,long
27.846,3,3,3,3,0,31,15,8,24,0,-16,0,-8,8,8,-8,15,8,0,24,7,23,16,31,8,47,-8,23,-8,31,-24,24,cut
20.571,3,2,3,2,-16,23,0,0,0,15,16,16,0,0,0,15,16,16,-8,15,-16,16,16,30,16,16,-8,16,-8,23,-15,7,lob
25.435,3,2,3,3,0,23,0,0,7,16,16,8,-8,0,8,16,15,8,-8,24,0,23,23,40,16,39,0,23,23,32,-62,23,cut
4.169,2,1,3,2,4,14,-9,5,-10,15,-16,13,24,2,14,5,10,5,6,26,-11,14,-9,16,-13,21,12,14,10,19,9,9,netplay
15.951,2,2,2,2,16,23,8,0,0,16,-24,15,-8,8,8,15,8,8,16,16,8,15,8,39,24,23,0,23,16,31,24,23,lob
90.186,3,3,3,2,15,24,-8,7,-7,8,0,-15,8,7,-23,0,0,-7,8,31,7,16,23,31,-15,32,-8,16,-8,39,-7,24,smash
17.64,3,3,3,3,-16,23,0,0,8,15,16,8,-7,0,7,15,16,0,-15,15,-16,8,-7,22,-32,16,0,8,15,15,8,23,netplay
25.219,3,3,3,2,-8,24,16,8,0,8,-23,-8,-7,0,-16,0,-23,-8,0,24,8,24,-8,15,8,8,-7,24,-16,31,8,32,lob
31.744,3,4,3,2,-12,2,-18,-4,-2,-9,6,-1,-5,12,-12,9,-5,-8,-26,13,-20,16,-9,24,-3,29,-1,23,0,18,17,11,long
24.815,3,3,3,3,8,15,-16,8,-8,8,-7,15,8,0,7,16,0,8,0,16,-8,8,-8,15,-8,23,8,8,15,23,16,15,netplay
11.412,2,2,3,3,0,23,-15,8,-24,8,16,-8,16,8,16,16,8,23,0,32,0,23,8,39,8,23,16,23,0,39,24,31,netplay
16.818,2,2,2,1,0,16,-7,0,-16,24,0,16,8,0,0,8,8,8,-7,16,-16,16,16,24,-8,24,0,16,15,8,8,24,lob
7.115,2,2,2,2,8,23,-16,0,-15,16,0,23,7,0,8,16,8,7,-8,16,-8,23,0,23,0,31,8,23,0,23,-8,39,netplay
5.112,2,2,2,3,0,32,16,0,7,24,-7,15,-8,8,8,23,-15,8,8,31,8,16,0,32,23,31,0,16,-8,40,8,39,netplay
21.366,2,1,2,2,0,24,-15,0,0,24,-8,0,16,8,7,16,-15,-8,0,24,-7,16,0,40,-8,24,8,16,8,32,0,24,lob
7.661,2,2,3,2,15,15,-8,8,8,16,0,15,7,0,-7,39,22,-46,7,24,8,15,0,31,-8,31,8,15,-8,31,-7,23,long
22.32,2,2,2,2,8,15,-8,8,-7,7,-8,8,15,0,8,8,7,15,8,15,-8,16,0,23,0,23,7,16,8,23,-15,15,lob
76.776,2,2,2,3,-2,22,-20,0,-21,-8,-22,-15,16,2,26,6,5,17,6,33,-10,25,-16,27,-22,35,18,23,18,33,23,25,drive
26.021,2,2,2,3,0,16,-8,8,16,8,0,0,0,8,15,8,0,-8,0,24,-8,24,-16,24,-15,24,8,16,15,24,8,24,netplay
9.467,3,3,3,2,8,16,22,-1,18,-5,13,-8,-12,12,-6,16,-19,19,8,39,12,17,14,21,11,26,-11,21,-11,35,-9,24,netplay
23.24,3,2,3,2,-8,24,0,0,16,8,8,0,-8,0,24,8,8,0,-8,16,-16,16,24,16,8,24,-16,16,8,24,-16,0,lob
46.33,3,2,3,3,0,31,0,8,31,15,23,0,-8,8,8,15,54,0,0,31,-8,16,15,15,16,39,0,24,-16,7,-8,8,drive
32.636,2,3,2,2,12,4,-3,10,-10,10,-18,9,6,-5,18,2,0,11,21,13,3,11,-15,-2,-11,17,21,6,7,21,33,6,lob
75.605,2,3,2,2,16,14,11,-10,4,-22,0,-17,-5,17,14,-1,5,-16,18,25,22,23,24,27,-1,30,-8,26,-15,21,-28,25,smash
50.055,2,3,2,2,1,11,-12,9,1,12,15,7,7,1,-3,12,-6,5,-9,17,-16,4,-5,17,-13,16,11,8,13,12,11,18,netplay
15.763,3,3,2,2,-8,24,8,8,8,24,16,0,-16,0,0,16,16,8,-8,32,8,24,8,40,-8,32,-8,24,0,40,0,32,netplay
6.146,3,2,2,2,-8,23,-15,0,-16,8,16,8,15,0,16,0,15,0,0,16,-8,15,-7,24,0,23,8,15,7,16,0,15,netplay
4.651,3,2,3,2,-16,23,8,8,8,8,8,8,-7,-7,-16,0,-15,-8,-15,16,0,15,31,8,-8,23,-15,15,-16,23,-15,24,netplay
21.078,3,1,3,2,-8,11,4,12,13,7,10,5,-11,6,-12,4,-5,10,-18,26,-5,20,17,6,7,30,-15,14,-6,26,-16,2,lob
30.312,3,2,2,2,17,-3,7,-10,-7,-29,-15,-24,18,8,10,-15,0,-10,41,15,19,21,14,7,15,31,-8,21,-14,24,-16,5,long
57.949,3,2,3,3,-4,21,0,19,20,14,22,5,-12,-3,-18,2,15,10,-26,26,-10,16,28,10,18,33,-14,12,0,23,-37,7,cut
63.126,3,2,3,3,-9,12,-9,-8,-7,-9,-1,-7,4,12,18,7,-3,-11,-12,15,-16,4,-19,20,-20,18,5,15,12,17,19,18,rush
19.615,3,2,3,2,8,24,16,0,23,0,8,0,-16,7,-8,16,-23,8,0,31,8,23,16,24,15,31,-8,23,-31,32,-16,31,netplay
23.175,3,2,3,2,-8,23,0,0,8,16,15,0,-8,0,16,16,15,0,-8,16,-7,23,15,15,8,23,-7,15,0,31,-31,0,lob
72.412,3,2,3,3,-15,32,-8,0,23,31,32,8,8,0,-8,15,39,24,-8,15,-16,16,24,24,23,31,0,16,0,32,-32,8,long
60.126,3,3,3,3,-14,16,-8,-11,2,-8,4,-12,8,13,3,14,2,-13,-12,15,-20,7,-11,25,-17,24,1,14,9,26,21,16,smash
26.096,3,2,3,3,3,23,-5,5,-20,4,-26,8,11,3,23,2,7,23,28,16,25,13,15,35,34,17,4,17,-26,11,3,37,netplay
12.574,2,3,2,4,0,31,15,0,16,24,15,-8,-16,0,-15,16,8,-8,0,24,8,23,15,15,-8,39,-8,15,-23,31,0,39,cut
74.821,2,3,2,3,0,23,-8,8,0,15,0,16,15,0,8,8,0,23,7,16,-7,15,-8,23,0,23,8,15,8,23,7,23,netplay
2.535,3,3,3,3,24,24,16,-8,8,23,8,16,-16,8,8,23,16,0,8,23,24,24,24,16,-16,39,0,24,-16,39,-16,39,lob
50.292,3,3,3,2,-8,24,-8,0,-15,8,0,16,16,0,8,16,0,8,0,16,-8,8,-8,24,-23,24,8,8,8,24,16,24,smash
44.745,3,2,3,3,-8,24,16,8,8,31,15,-8,-16,8,-15,16,-8,7,0,31,8,16,16,32,23,31,-16,16,-23,32,-16,39,drive
21.091,2,3,2,2,5,12,-1,5,-4,3,-7,-2,13,9,4,9,2,13,13,24,2,17,-18,16,11,17,18,13,16,16,25,17,cut
19.939,2,3,2,2,16,23,0,0,0,16,-16,0,0,0,0,16,-24,0,8,16,8,15,-32,8,-8,31,16,15,8,39,32,23,lob
42.892,2,3,2,2,2,11,-7,8,-4,8,-3,-11,4,1,-8,5,-10,-8,2,29,0,23,-1,20,19,19,12,20,2,19,20,22,long
25.232,2,4,2,2,8,24,-15,0,-16,8,-15,0,8,8,-8,24,15,-16,0,24,0,24,15,39,-23,32,0,24,15,31,8,24,long
33.885,3,3,3,4,16,23,8,0,23,-23,0,-24,-16,8,0,-16,0,-8,8,32,15,24,8,47,0,47,-8,24,-8,39,-16,32,cut
24.141,2,2,2,2,8,8,-8,8,0,16,0,8,8,0,8,16,0,0,0,16,0,16,-8,8,-7,23,16,16,0,0,15,23,lob
100.801,2,3,2,3,16,11,13,-14,-5,-25,-15,-19,0,20,14,-7,5,-15,30,25,22,26,21,16,-10,37,-11,28,-18,23,-35,21,cut
38.099,3,3,2,3,24,16,-8,7,40,-23,-32,16,8,0,16,-16,-8,8,8,23,0,31,0,40,-16,39,16,24,8,47,-24,47,long
43.318,3,4,3,2,-10,11,-14,-4,-5,-12,6,-8,3,14,8,-4,0,-7,-14,21,-13,16,-3,24,9,27,3,18,7,23,16,19,cut
13.097,3,4,3,2,0,32,16,0,7,-8,8,-8,-8,0,-23,8,-16,0,0,23,8,24,8,23,0,32,-8,24,-16,39,8,32,netplay
21.98,2,2,2,2,8,23,-16,0,0,24,-16,15,8,0,8,0,8,31,0,16,-8,15,-8,16,-8,23,8,15,16,16,0,23,lob
25.906,3,3,3,3,8,31,7,0,8,8,24,-8,0,0,7,16,8,-8,7,24,8,23,24,40,15,39,-7,23,0,32,-32,23,cut
29.212,2,2,3,3,0,16,-7,8,-8,16,8,16,16,8,7,0,-7,-8,8,24,-8,16,-7,23,-16,24,8,16,7,7,8,16,lob
45.628,2,2,2,2,0,24,8,8,16,15,8,24,-8,8,8,23,-24,-39,8,31,8,24,8,39,-16,39,0,24,16,39,16,39,long
43.2,3,5,2,2,-7,5,-17,0,-8,-11,6,-3,7,11,-9,12,0,-6,-17,23,-14,16,-5,25,3,30,2,19,4,18,15,22,long
23.945,3,4,3,2,9,18,25,5,26,-14,-13,2,-11,6,-4,10,4,-18,8,33,9,23,-5,40,-6,37,-9,19,4,28,-10,35,long
19.524,3,5,3,2,0,24,16,7,24,8,16,-8,-8,0,-16,15,-24,8,0,23,0,23,24,24,24,31,-16,23,-32,32,-24,23,netplay
25.873,2,2,3,2,3,14,-12,8,-6,15,-8,10,17,-2,13,4,2,16,4,26,-10,12,-6,18,-11,23,13,13,8,18,3,12,lob
24.067,2,2,2,3,7,32,-15,-8,-24,0,-15,0,8,0,16,16,15,23,0,23,-7,24,-24,24,-8,39,8,24,16,40,31,15,cut
25.635,2,2,2,2,4,17,-10,3,-7,17,-7,18,10,-6,9,-3,11,9,0,15,-8,14,-10,11,-6,22,8,9,2,22,6,5,lob
90.14,2,2,2,2,17,8,20,-1,15,-23,-7,0,5,18,10,-3,9,-10,33,28,17,19,8,31,4,45,-3,22,-7,29,-15,28,smash
26.963,2,2,2,3,8,23,-8,0,-8,7,-16,8,16,0,16,7,-24,16,16,7,-8,16,-8,7,-8,23,16,16,24,7,24,16,netplay
92.052,3,3,3,3,16,12,22,-4,13,-25,8,-31,-7,18,23,7,15,-5,27,33,20,26,15,34,-18,32,-6,25,-10,32,-8,34,smash
21.794,3,3,3,3,7,23,-15,8,0,8,8,16,16,0,8,8,0,16,0,16,0,8,-23,23,-24,16,8,8,8,23,8,16,netplay
8.996,3,3,3,2,0,24,8,0,0,16,-8,64,-8,0,8,24,0,56,8,24,7,24,0,32,0,8,7,24,0,32,24,32,netplay
17.192,2,2,2,2,8,14,-14,6,0,14,-7,13,9,-7,9,-4,10,-2,1,16,-6,11,-12,6,-4,19,7,8,3,11,3,6,lob
21.211,3,3,3,4,8,16,-8,8,-16,15,-15,0,15,0,8,8,8,7,8,15,0,8,-8,16,0,23,15,8,24,16,23,16,netplay
24.078,2,2,2,2,0,24,7,0,-23,-8,-15,-16,0,8,-8,8,-15,0,7,24,0,23,-23,24,-15,16,0,23,0,40,31,23,lob
90.519,2,3,2,2,-2,13,-9,10,-12,-1,13,-7,10,7,10,15,-13,4,-4,31,-7,17,-6,20,9,9,11,15,7,25,18,23,smash
36.503,2,4,2,3,-2,21,-10,4,-19,-1,-24,2,3,6,24,6,11,23,17,31,12,21,13,28,35,40,-11,21,-11,32,-14,36,lob
81.108,3,3,2,2,-14,7,-17,-2,-7,-8,16,-1,4,17,-7,16,-11,2,-20,20,-15,13,-8,29,-7,22,-4,19,4,24,15,11,smash
43.206,3,3,3,3,7,32,16,0,15,0,8,-16,-15,7,0,16,0,-8,8,23,8,16,31,31,23,24,-8,24,-23,15,-16,32,lob
65.474,3,3,2,2,1,18,-14,5,-20,-5,5,-13,11,4,11,0,4,17,3,26,-8,13,-20,19,0,26,12,17,13,20,19,12,drive
18.05,2,3,2,2,0,32,-8,-8,-24,8,-24,0,8,0,8,16,8,15,16,23,8,16,-24,32,8,31,16,16,24,24,32,23,cut
7.005,2,2,2,2,2,13,-11,9,-4,12,-10,6,15,3,12,9,10,-1,2,30,-11,14,-7,19,-6,27,12,15,4,21,3,6,netplay
11.294,2,2,2,2,16,15,8,0,8,16,0,0,-8,8,0,16,16,8,16,24,16,8,0,31,31,23,8,15,8,24,23,23,lob
35.282,2,3,2,2,2,23,-10,6,-23,5,-5,16,6,3,20,10,16,20,18,26,24,16,17,29,28,23,1,22,-20,24,-12,35,lob
78.911,2,3,2,3,-5,12,-21,9,-7,-1,11,-5,10,10,3,10,-2,10,-11,25,-13,16,6,28,10,30,5,19,5,23,10,29,smash
17.241,2,3,2,3,-8,18,13,11,17,18,18,16,-17,5,-23,10,4,11,-18,33,-3,21,36,0,-27,25,-30,16,-26,20,-29,14,netplay
23.874,3,2,3,2,-8,24,-7,0,0,15,23,8,0,0,8,15,8,8,-15,15,-8,16,16,23,7,16,0,16,-8,23,-8,8,lob
30.087,3,2,2,3,23,6,9,0,22,6,-26,7,8,4,8,-4,-4,-13,30,29,8,16,9,35,-1,40,2,12,6,25,-22,32,long
62.081,3,3,2,3,-3,10,-16,6,-8,1,11,-6,3,6,1,19,-2,-8,-18,27,-10,16,2,21,6,28,6,16,1,26,8,25,long
22.335,3,3,3,2,0,32,-16,0,-23,8,-8,-16,16,0,23,8,15,-8,-16,24,0,24,39,16,-15,40,-15,24,-16,24,-31,24,cut
25.94,3,2,3,2,-6,11,-9,12,1,15,11,13,-8,2,6,14,6,11,-20,27,-14,8,11,15,3,28,2,13,-12,15,-13,9,lob
50.052,3,2,2,3,22,7,17,-8,11,-13,-4,-15,4,8,2,-10,1,-19,29,21,18,19,6,32,-4,41,-1,20,-5,25,-14,19,smash
18.982,2,3,2,3,16,16,-8,0,-16,7,-23,0,8,-8,23,8,-8,30,15,7,0,15,-23,16,-16,15,16,15,16,16,23,22,netplay
3.783,2,3,2,2,8,23,8,0,0,8,-8,23,-15,8,-16,8,-15,0,0,23,16,24,-8,23,0,31,0,24,0,23,8,38,netplay
5.157,2,3,2,2,0,16,-8,8,-16,15,-8,16,15,0,8,8,8,15,0,16,-8,15,16,32,0,0,8,15,7,16,0,16,netplay
60.213,2,4,2,2,-3,14,-17,-3,-11,-7,3,-11,12,11,-1,10,-3,11,-11,27,-14,14,2,25,3,25,3,19,-1,21,1,26,smash
27.644,2,3,2,2,23,23,8,8,-8,8,16,15,-8,0,-31,16,-23,0,16,24,16,15,-8,31,-16,31,8,15,-32,31,16,31,lob
29.202,2,4,2,2,-2,13,-7,10,0,9,4,-18,4,5,7,-7,-10,-13,-1,24,-2,23,5,24,3,26,7,20,0,27,23,11,cut
7.047,2,3,2,2,11,17,13,1,-15,9,-11,9,1,12,0,18,-7,18,29,28,12,18,-30,5,-15,28,3,21,16,29,24,20,netplay
4.569,2,2,2,2,2,13,-11,9,-4,12,-10,6,15,3,12,9,10,-1,2,30,-11,14,-7,19,-6,27,12,15,4,21,3,6,netplay
17.034,2,2,2,1,8,16,16,8,8,16,-8,0,0,8,8,16,0,7,16,24,8,15,-16,16,-16,16,0,15,16,32,24,23,lob
48.664,3,4,2,2,31,8,0,-8,15,-24,-7,-16,0,-8,15,-32,-7,-8,15,16,0,24,-7,32,-16,24,16,24,0,40,-8,40,cut
28.896,3,3,2,3,-8,24,-8,0,-16,15,0,8,0,0,0,15,16,8,-8,8,-16,15,-16,24,-16,15,0,15,16,16,0,31,netplay
16.594,3,3,3,2,0,24,15,0,32,0,24,-8,-8,0,-16,16,-16,16,-8,24,0,24,23,23,24,32,-16,24,-24,31,-24,24,netplay
21.515,2,2,3,2,-8,16,-16,0,0,16,-15,16,8,0,0,24,15,24,0,16,-8,16,-8,8,-15,24,0,16,15,0,8,16,lob
33.594,2,2,2,3,17,6,16,-7,11,-26,-9,-16,0,16,8,-15,-4,-19,29,33,18,25,7,33,-1,40,-4,23,-12,29,-24,24,long
27.786,2,4,2,2,-5,11,-14,6,-12,-3,-6,-12,10,11,10,11,0,-5,1,31,-11,15,-5,14,-6,17,6,17,0,18,23,18,cut
5.173,2,3,2,2,6,21,11,0,-16,5,-10,9,0,7,5,9,-7,11,22,31,16,13,-25,5,-12,27,2,18,6,34,25,17,netplay
21.781,2,1,2,2,8,16,-8,8,-8,16,-15,16,15,0,15,0,16,16,7,16,-7,16,-8,24,-8,24,8,16,8,32,-8,32,lob
54.923,3,2,3,3,0,24,8,8,32,0,23,-8,-16,8,0,8,16,-16,0,31,8,24,24,32,16,39,-8,24,-15,24,-24,31,cut
22.388,3,3,3,3,-2,18,12,10,23,-2,16,1,-17,2,-17,10,-4,15,-13,24,2,19,15,17,10,28,-13,19,-3,20,-12,18,netplay
18.589,3,3,3,2,-8,24,8,8,0,8,-8,-8,-7,0,-23,0,0,0,0,24,8,16,8,16,-8,24,-7,16,-16,32,0,32,lob
6.725,3,2,3,3,8,23,15,8,16,24,7,23,-16,8,-15,24,8,-8,0,32,15,23,0,39,0,31,-8,23,-8,39,0,39,netplay
18.096,3,2,2,2,-8,23,-8,0,-7,8,-8,23,16,0,15,0,8,16,0,8,-8,15,0,23,0,23,8,15,8,23,-8,23,lob
12.938,3,2,2,1,-23,23,-15,7,-15,16,0,15,8,7,-8,16,0,15,-7,23,-16,15,-7,38,0,23,0,15,0,31,0,30,netplay
14.553,3,3,2,2,-15,23,8,8,0,8,-32,-8,-16,0,-15,8,7,0,-8,16,0,23,0,39,0,38,-16,23,0,39,8,38,long
23.84,3,3,3,2,0,24,15,8,0,16,-15,8,-8,0,0,24,-16,8,0,24,15,24,8,31,8,40,0,24,-32,31,-15,40,lob
28.286,3,3,3,2,-13,9,-12,-6,-1,-14,5,-9,5,13,-8,7,-2,-13,-18,16,-17,22,-1,23,8,28,-1,23,10,21,20,16,cut
14.129,3,3,3,2,0,24,-8,8,-16,15,-16,16,16,0,16,-8,8,-16,0,23,-8,24,-16,32,0,31,8,24,16,16,0,23,netplay
19.924,2,2,3,2,9,17,-9,7,-8,12,-9,13,8,-7,11,-1,7,15,6,18,-10,13,-9,15,-12,26,9,9,9,20,6,9,lob
31.545,2,2,2,3,23,23,-8,8,39,-39,0,-24,8,-7,23,-24,0,-24,16,16,0,24,-16,40,-23,23,15,24,24,32,-8,47,cut
12.146,2,2,2,3,3,14,-11,6,-7,18,-11,22,7,-9,17,-2,20,3,0,11,-7,8,-9,14,-5,16,8,7,5,11,6,11,netplay
20.888,2,3,2,2,0,24,15,8,0,0,-15,0,-8,8,-23,0,-15,-8,8,24,7,24,8,16,0,16,-8,24,-15,24,0,32,lob
83.473,2,3,2,2,5,14,-4,8,-14,8,-16,7,6,-4,16,4,-9,6,16,12,17,8,-22,4,-7,17,15,12,13,10,9,19,cut
15.293,2,2,3,2,11,18,-8,14,10,17,-11,14,13,-4,9,12,7,7,13,32,-8,14,-3,22,-3,26,8,14,-4,22,-4,29,long
66.504,3,3,3,3,-11,8,-11,5,-18,-7,18,-2,0,7,3,8,7,-5,-14,33,-7,15,5,21,16,16,3,16,-8,23,2,30,smash
22.979,3,3,3,2,-16,23,8,8,24,23,16,15,-16,-8,-32,8,-16,0,-16,23,-8,16,32,15,32,31,-24,16,-24,23,-32,23,netplay
18.013,3,2,3,2,-15,16,0,0,-8,15,8,16,0,0,0,15,0,0,-8,7,-8,16,8,16,8,23,0,16,0,16,0,23,lob
21.157,3,2,3,3,-15,8,0,0,15,15,8,8,-8,0,8,8,15,15,-16,15,-8,8,24,15,15,23,-16,8,-15,7,-24,8,lob
44.255,3,2,3,3,0,32,16,0,23,-16,0,-8,-15,0,-16,0,8,-16,0,24,8,24,8,47,8,40,-8,24,-23,39,-16,40,long
71.017,3,4,3,3,-14,5,-15,-6,-8,-14,7,-6,2,12,-1,15,7,-12,-22,32,-13,11,-5,22,-2,29,5,13,5,18,18,16,smash
15.099,3,2,2,2,7,24,-7,0,15,7,8,-15,8,0,16,7,0,-15,8,15,0,24,0,31,-8,24,8,24,0,31,0,31,long
63.807,2,2,2,3,5,25,17,-3,9,0,-15,10,-18,22,4,-8,18,1,15,33,16,28,8,30,5,37,-9,30,-7,36,-3,37,smash
20.11,2,3,2,3,7,24,-15,0,0,15,0,8,16,0,16,0,16,8,8,15,-8,8,-15,16,-8,31,8,8,16,24,23,15,netplay
22.592,2,2,2,2,0,23,7,0,8,16,-8,8,0,8,0,16,7,8,7,24,16,23,-16,31,16,16,8,23,-8,39,16,8,lob
48.005,2,3,2,2,-2,11,-9,6,-15,4,-9,7,6,9,6,14,-14,-4,-1,29,-8,14,-9,17,1,18,5,18,-11,21,22,16,cut
14.54,2,3,3,2,8,24,15,8,23,-16,8,0,-8,8,-15,16,-16,16,0,32,15,24,-7,32,15,24,-8,24,-8,32,0,40,netplay
16.58,3,2,3,2,-15,-2,-8,6,9,17,15,6,-1,-3,-9,-10,-11,4,-25,-4,-14,7,17,8,11,28,-5,9,-9,19,-23,-3,lob
14.864,2,2,3,2,8,15,-8,16,10,13,-10,15,18,-2,5,9,7,6,13,29,-8,18,-3,22,-1,22,9,17,-1,24,-7,29,long
59.035,3,3,3,3,16,24,0,8,31,-32,0,48,8,0,23,-32,8,-16,8,32,8,24,7,48,-7,40,0,24,-8,40,0,40,long
30.82,3,3,3,3,2,15,11,4,20,-14,15,-15,-10,7,-15,12,-3,15,-5,35,2,17,9,24,-12,31,-10,17,4,24,-9,25,long
27.639,3,3,3,2,0,19,22,-4,16,-18,6,-18,-14,12,13,9,13,7,5,36,12,29,1,37,-18,24,-10,25,-3,31,-3,26,cut
38.695,2,3,2,5,16,31,15,-8,15,-23,15,-23,-8,8,8,0,0,-8,15,24,15,23,15,39,-22,39,-8,23,0,47,-15,39,long
34.575,2,5,2,2,-8,24,-16,-8,-16,-8,24,8,8,8,0,16,-16,-8,-8,16,-8,16,-16,16,0,24,0,16,0,32,8,32,cut
23.818,2,3,3,2,-8,32,16,8,8,7,16,0,-16,-8,-16,8,8,8,-8,15,8,16,24,16,8,16,-8,16,-16,24,-16,31,lob
31.597,3,5,3,2,-8,24,-8,0,-7,8,7,0,0,0,8,16,0,8,-8,16,-7,16,0,16,7,24,8,16,8,16,15,16,long
30.334,3,3,3,3,0,31,16,8,32,0,15,0,-16,0,-15,16,15,-8,0,31,0,24,16,39,8,31,-16,24,8,31,-31,23,cut
7.768,3,2,3,3,-8,15,0,0,8,8,7,8,-8,0,-15,8,23,0,-16,16,-7,15,15,23,8,23,-7,15,-8,16,-16,7,netplay
5.049,3,2,3,1,0,31,8,0,-8,15,-8,0,-16,0,-16,15,-8,0,0,23,8,23,8,8,0,23,-8,23,-16,23,0,31,netplay
4.298,3,2,3,1,-4,16,-10,9,5,15,19,9,-8,1,14,10,15,6,-20,28,-3,19,19,15,2,32,-4,16,3,27,-19,18,netplay
16.58,3,2,3,1,-8,31,8,0,-39,-54,0,30,-15,7,-8,16,-8,0,0,31,8,15,8,23,7,16,-8,15,-15,31,8,23,lob
57.782,3,2,3,3,16,32,15,-8,16,-16,7,-23,-8,8,8,0,31,15,7,23,16,24,8,47,-8,39,0,24,0,47,-7,39,cut
45.974,3,2,3,3,-5,14,-1,14,16,5,24,10,-6,2,-12,0,1,11,-23,21,-11,16,18,19,-22,16,5,8,15,17,-12,26,lob
43.135,3,2,3,2,11,12,20,-8,5,-14,-7,-17,0,15,13,1,1,-16,31,21,20,16,15,36,4,30,2,21,2,31,-3,27,smash
14.452,2,3,3,2,-8,24,8,8,-15,-8,-8,-16,-15,0,-24,-8,8,-16,-7,24,0,23,7,32,0,31,-16,23,0,40,8,31,long
30.046,2,4,2,2,-15,16,-8,0,-15,-16,7,8,7,8,0,16,-7,16,-8,16,-8,16,-15,24,0,23,0,24,8,23,7,32,cut
9.826,3,3,3,2,-24,15,8,8,16,8,16,8,-7,-15,-24,-8,-8,-8,-7,8,-8,23,23,-7,0,23,-24,16,-16,23,-23,8,netplay
53.72,2,3,2,3,23,24,7,-8,16,-31,0,-16,-8,8,15,8,16,0,7,23,23,24,23,39,-15,40,8,24,-8,39,-23,32,smash
21.178,2,2,2,3,11,14,-5,6,-16,11,-17,5,7,-8,24,-8,14,7,23,6,9,9,-24,0,-19,19,29,3,14,12,32,12,netplay
35.536,2,3,2,2,8,24,16,0,8,-24,0,-16,-8,8,-16,16,-24,8,16,24,16,16,-16,32,0,16,0,24,-8,32,-8,32,rush
13.413,3,2,3,2,8,22,-9,8,21,17,-14,6,6,-3,5,-4,14,-3,3,17,-13,15,10,14,7,31,3,17,-1,26,-27,7,netplay
23.631,3,3,3,2,-7,24,15,8,8,8,16,8,-8,0,-24,16,-16,8,0,24,7,23,16,16,8,16,-8,23,-8,24,-8,31,lob
71.262,2,3,3,2,-7,15,-11,6,-22,-6,-11,-13,9,7,4,21,-11,1,-3,27,-7,13,-13,17,-16,20,6,15,11,26,16,21,smash
28.93,2,3,2,2,16,31,7,0,8,8,0,23,-8,0,-24,0,-23,-8,0,23,15,24,-8,38,24,24,0,24,-16,31,0,38,lob
28.376,2,3,2,2,8,23,-8,0,-16,0,-8,-8,8,0,8,15,-8,16,0,15,-8,16,0,15,0,23,8,16,-8,22,8,23,cut
24.362,2,3,2,2,6,18,7,3,-15,8,-15,6,-2,16,3,14,-7,18,20,37,7,16,-24,5,-13,25,-3,25,7,25,25,15,lob
30.713,2,4,2,2,-8,18,-7,6,-19,0,-1,-16,8,9,1,15,-13,6,-9,28,-10,16,-3,17,2,19,8,15,-3,29,14,19,cut
24.179,3,4,3,2,-8,32,16,8,16,7,16,16,-16,-8,-24,8,-8,-8,0,15,8,24,16,8,8,16,-16,16,-8,24,-8,23,lob
32.619,2,4,3,2,-7,10,-1,7,5,7,10,-8,2,6,8,17,-9,6,-2,33,-11,13,-17,15,11,20,6,19,-1,26,6,26,cut
23.81,3,4,3,2,0,24,8,7,8,16,8,8,-16,0,-16,15,-16,8,-8,23,16,8,8,16,8,23,-8,16,-8,23,0,24,lob
25.632,3,3,3,3,0,31,15,8,24,0,8,-8,-16,0,-16,16,8,-8,0,24,0,23,31,39,0,39,-16,23,-8,39,-32,23,cut
15.912,3,2,3,3,-4,14,-8,11,16,18,12,17,-5,-3,-14,2,0,7,-24,22,-3,12,18,14,15,21,-4,11,4,23,-32,3,netplay
12.999,3,2,2,1,7,15,10,3,-8,11,-13,10,3,17,10,6,17,7,27,26,14,20,-26,4,-18,23,3,27,14,19,22,16,lob
21.936,3,3,2,2,15,24,0,0,8,15,8,24,-7,0,7,23,0,16,8,23,16,16,24,31,31,24,8,16,-31,23,-8,40,netplay
24.49,2,2,2,2,4,17,-10,9,-8,16,-20,-7,16,0,19,3,19,2,6,25,-5,12,-9,15,3,32,13,14,6,35,-14,-3,lob
14.896,2,2,3,2,8,16,0,8,0,7,8,16,16,0,8,8,8,7,8,15,0,24,0,31,-8,24,16,24,0,31,-8,31,long
64.911,3,3,3,3,24,31,8,-8,16,-23,8,-24,-8,8,0,24,8,16,8,24,24,24,8,47,0,39,0,24,8,55,0,31,cut
32.929,3,3,3,3,-16,15,-15,-7,-16,7,0,0,-7,-7,-16,0,23,15,-15,8,-16,16,16,23,-16,15,-8,16,8,23,-16,15,lob
