hit_direct,hit_distance,hit_height,landing_direct,landing_distance,landing_height,x_direct,x_distance,y_direct,y_distance,velocity,type
2,2,2,2,4,1,2,2,3,2,28.154,lob
3,4,1,2,1,2,2,2,2,3,27.862,cut
3,1,2,3,3,1,3,3,2,3,20.498,lob
2,3,1,3,3,1,3,2,3,3,51.823,long
2,3,1,2,2,2,3,2,3,3,59.583,smash
3,2,2,3,1,2,3,2,3,3,20.01,netplay
2,1,2,2,4,1,3,4,3,3,23.987,lob
3,4,1,3,4,1,2,3,3,3,36.137,long
2,4,1,2,4,1,2,2,2,2,23.971,long
3,1,2,3,1,2,3,1,2,2,5.876,netplay
2,1,2,3,1,2,3,2,3,3,15.049,netplay
2,1,2,2,3,1,2,3,2,3,15.443,lob
3,3,1,2,3,2,2,3,2,2,33.485,long
3,3,2,3,1,2,2,4,2,2,23.054,cut
3,2,2,3,4,1,3,2,2,2,15.092,long
2,4,1,2,4,1,2,3,2,3,40.299,long
3,4,1,2,4,1,2,4,2,2,41.026,long
3,4,1,2,3,1,3,3,3,3,49.752,long
3,3,1,2,2,2,3,3,3,3,30.706,cut
3,2,2,2,4,1,3,3,3,2,25.973,lob
3,4,1,3,2,2,2,5,2,2,74.735,smash
2,2,2,2,1,2,2,4,2,3,23.907,netplay
3,1,2,3,1,2,2,2,2,2,14.478,netplay
2,1,2,2,4,1,2,2,2,2,21.89,lob
3,4,1,3,3,1,2,4,2,2,37.12,long
2,3,1,2,3,1,2,3,2,3,38.949,long
3,3,1,2,1,2,2,3,2,3,28.436,cut
3,1,2,3,3,1,2,3,3,2,24.786,lob
2,3,1,2,4,1,3,4,3,2,37.841,long
3,4,1,3,3,1,3,3,3,3,52.843,long
2,3,1,2,1,2,3,3,3,3,27.269,cut
3,1,2,3,1,2,3,3,3,2,7.293,netplay
2,1,2,3,3,1,3,2,3,2,22.719,lob
2,3,1,2,3,1,3,2,2,2,56.815,long
3,3,1,3,3,1,2,3,2,3,27.557,long
2,3,1,3,2,2,2,3,2,3,55.986,cut
2,2,2,2,2,1,3,2,2,3,32.21,lob
3,2,1,3,2,2,3,3,3,2,70.811,smash
2,2,2,3,1,2,3,3,3,2,21.37,netplay
2,1,2,2,3,1,3,4,2,2,23.076,lob
3,3,1,3,3,1,2,4,2,2,42.332,long
2,3,1,2,4,1,2,3,2,3,34.543,long
3,4,1,3,1,2,2,4,2,3,27.25,cut
2,1,2,2,4,1,2,3,2,2,21.371,lob
3,2,2,2,4,1,2,2,3,2,16.092,long
3,4,1,2,4,1,3,3,3,4,39.682,long
3,4,1,3,4,1,2,4,2,2,26.481,long
2,4,1,2,4,1,2,3,2,3,34.131,long
3,4,1,3,1,2,2,3,2,2,27.422,cut
2,1,2,2,4,1,2,3,2,2,18.993,lob
3,3,1,3,1,2,2,3,3,3,26.178,cut
2,1,2,3,3,1,3,2,3,2,23.428,lob
2,3,1,2,4,1,3,2,2,3,35.328,long
3,3,1,3,2,2,2,3,3,3,41.012,cut
2,2,2,3,3,1,3,2,3,3,32.197,lob
2,3,1,3,3,1,3,2,2,3,40.338,long
2,3,1,2,4,1,3,3,2,3,29.695,long
3,1,2,2,4,1,2,2,2,2,12.934,long
2,3,2,2,1,2,2,4,2,2,24.206,netplay
3,1,2,2,1,2,3,3,3,3,18.967,netplay
3,1,2,2,4,1,3,3,3,3,25.834,lob
3,4,1,2,4,1,3,2,3,2,38.055,long
3,4,1,3,2,2,3,2,4,1,42.565,cut
3,1,2,3,4,1,3,3,2,2,13.066,long
2,4,1,2,2,2,3,5,3,2,64.679,smash
3,2,2,3,1,2,3,4,3,3,23.291,netplay
2,1,2,2,4,1,3,2,3,2,27.318,lob
3,4,1,2,3,1,3,3,3,3,40.5,long
3,3,1,3,2,2,2,3,3,3,71.577,smash
2,2,2,2,1,2,2,3,2,2,17.432,netplay
3,1,2,3,1,2,2,2,2,2,8.814,netplay
2,4,1,3,2,2,2,3,2,4,56.518,cut
2,2,2,3,4,1,2,2,2,3,31.931,lob
2,4,1,2,2,2,2,2,2,2,49.634,cut
3,2,2,3,1,2,2,2,2,3,17.084,netplay
2,1,2,3,3,1,2,3,2,2,25.181,lob
2,3,1,2,3,1,3,3,2,2,34.735,long
3,3,1,2,3,1,3,3,3,2,51.578,long
3,3,1,3,4,1,2,3,3,3,25.183,long
2,3,1,3,3,1,3,3,2,3,33.915,long
2,3,1,3,3,1,3,5,2,2,49.082,long
2,3,1,2,1,2,3,4,2,3,23.47,cut
3,1,2,2,3,1,3,4,3,2,21.141,lob
3,3,1,3,3,1,2,3,3,2,46.978,long
2,3,1,2,1,2,2,5,2,3,22.556,cut
3,1,2,2,4,2,2,2,2,3,26.113,lob
3,2,2,2,4,1,2,2,3,3,15.572,long
3,4,1,3,3,1,3,3,3,3,49.637,long
2,3,1,2,1,2,3,4,3,3,25.018,cut
3,1,2,3,3,1,3,3,3,2,22.873,lob
2,3,1,2,2,2,3,4,3,2,44.838,smash
3,2,2,3,1,2,3,3,3,3,19.099,netplay
2,1,2,3,1,2,3,2,3,3,12.827,netplay
