velocity,x_left_direct,x_left_distance,x_right_direct,x_right_distance,y_left_direct,y_left_distance,y_right_direct,y_right_distance,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,type
43.135,3,2,3,2,3,2,2,2,-6,23,5,35,25,27,30,13,23,-4,5,50,18,51,19,35,56,72,71,108,75,138,38,77,40,108,37,135,36,56,smash
14.452,2,3,2,3,3,2,3,2,47,4,39,28,47,36,32,28,24,12,24,28,0,20,8,4,32,75,39,107,39,138,16,75,16,115,24,146,32,52,long
30.046,2,5,2,3,2,2,2,2,48,-7,33,9,25,9,10,-7,17,1,40,17,40,33,33,49,17,41,2,65,2,88,25,49,33,72,40,104,25,25,cut
9.826,3,3,3,3,3,2,3,2,104,17,80,32,88,40,104,48,120,56,73,17,49,9,41,1,65,63,88,56,88,79,49,56,33,79,10,87,73,40,netplay
53.72,2,3,3,2,2,3,2,3,4,42,27,66,34,58,50,27,50,11,19,74,34,82,50,82,57,113,80,152,65,192,42,113,34,152,11,184,34,89,smash
21.178,2,2,2,2,2,3,2,3,33,3,44,17,39,23,23,34,6,39,51,9,75,1,89,8,76,32,52,32,33,51,96,26,110,38,142,50,67,23,netplay
35.536,2,3,2,2,2,1,2,2,36,3,44,27,60,27,68,3,68,-13,36,35,20,51,-4,59,76,67,60,99,60,115,60,75,52,107,44,139,60,51,rush
13.413,3,2,3,2,3,2,3,2,19,-3,27,19,18,27,39,44,25,50,33,16,38,12,52,9,17,51,27,65,34,96,33,53,32,79,5,86,30,36,netplay
23.631,3,3,3,3,3,2,3,2,56,-6,49,18,64,26,72,34,88,42,41,18,17,34,1,42,56,65,72,81,80,97,41,65,33,89,25,120,49,42,lob
71.262,2,4,2,3,3,2,2,2,67,2,60,17,49,23,27,17,16,4,69,24,73,45,62,46,50,57,37,74,21,94,63,59,74,85,90,106,57,44,smash
28.93,2,3,2,3,2,2,2,2,45,-6,61,25,68,25,76,33,76,56,53,25,29,25,6,17,76,72,68,110,92,134,61,72,45,103,45,141,61,48,lob
28.376,2,4,2,3,2,2,2,3,21,-7,29,16,21,16,5,16,-3,8,37,16,45,31,37,47,21,47,21,62,21,85,37,47,29,69,37,92,29,31,cut
24.362,2,3,2,3,2,2,2,2,22,0,28,18,35,21,20,29,5,35,26,34,29,48,22,66,55,71,31,76,18,101,45,80,52,105,77,120,48,55,lob
30.713,2,4,2,3,2,2,2,2,44,0,36,18,29,24,10,24,9,8,44,27,45,42,32,48,17,62,14,79,16,98,35,61,32,90,46,109,27,46,cut
24.179,2,4,3,3,3,2,3,2,62,-8,54,24,70,32,86,39,102,55,38,16,14,24,6,16,62,63,78,71,86,87,38,55,30,79,22,102,54,39,lob
32.619,2,5,3,3,3,2,3,2,40,-4,33,6,32,13,37,20,47,12,35,12,43,29,34,35,20,52,3,67,14,87,37,58,36,84,42,110,31,39,cut
23.81,2,4,3,3,3,2,3,2,54,-7,54,17,62,24,70,40,78,48,38,17,22,32,6,40,62,48,70,64,78,87,38,56,30,79,30,103,46,40,lob
25.632,2,3,3,3,3,3,3,3,65,-9,65,22,80,30,104,30,112,22,49,22,33,38,41,30,65,69,96,108,96,147,49,69,41,108,9,131,65,46,cut
15.912,3,2,3,2,3,3,3,3,72,2,68,16,60,27,76,45,88,62,63,13,49,15,49,22,41,50,59,64,74,85,40,49,44,72,12,75,44,38,netplay
12.999,3,2,3,2,2,1,2,2,20,6,27,21,37,24,29,35,16,45,30,38,40,44,57,51,68,67,42,71,24,94,57,74,71,93,93,109,54,47,lob
21.936,2,3,3,4,3,2,2,3,27,1,42,25,42,25,50,40,58,64,35,25,42,48,42,64,66,64,90,95,121,119,58,64,27,87,19,127,50,48,netplay
24.49,2,2,2,2,2,2,2,2,32,4,36,21,26,30,18,46,-2,39,52,21,71,24,90,26,37,58,28,73,31,105,55,60,61,95,47,92,42,46,lob
14.896,2,2,2,2,3,2,3,2,1,0,9,16,9,24,9,31,17,47,25,16,33,24,41,31,17,55,17,86,9,110,33,55,33,86,25,117,17,31,long
64.911,3,3,3,3,3,3,3,3,-5,34,19,65,27,57,43,34,51,10,11,73,11,97,19,113,51,113,59,160,59,199,27,113,35,168,35,199,27,89,cut
32.929,3,3,3,3,3,3,3,3,60,-1,44,14,29,7,13,14,13,14,37,7,21,7,44,22,13,38,29,61,13,76,21,38,29,61,13,76,29,22,lob
46.008,3,3,3,3,3,3,2,3,23,42,45,51,57,40,40,25,15,16,50,59,63,58,71,49,96,71,112,99,123,135,72,81,56,104,33,125,79,59,cut
17.889,2,2,2,2,2,3,2,3,46,0,54,24,70,24,86,31,94,39,38,24,23,31,-1,31,70,55,86,86,109,118,54,63,46,78,38,118,62,47,netplay
12.946,2,2,2,2,2,2,2,2,9,0,33,16,40,8,56,24,40,64,33,24,17,40,1,48,80,32,80,64,95,88,72,32,56,40,48,64,56,24,netplay
22.789,3,1,3,2,2,2,2,2,54,1,48,14,44,24,57,27,73,34,40,23,49,31,58,32,21,52,40,62,57,86,35,53,24,71,-1,74,36,39,lob
43.626,3,2,3,2,3,4,2,3,47,-1,63,31,78,39,102,31,126,15,55,31,55,23,55,55,63,79,78,118,78,158,47,79,31,118,8,142,63,55,long
24.497,3,3,3,5,3,3,3,2,87,25,73,28,64,18,59,4,67,-9,71,40,57,50,49,41,39,60,23,78,18,113,56,64,61,86,78,96,51,47,cut
7.817,3,3,3,3,3,2,3,2,55,-7,47,24,55,24,63,48,55,48,32,24,16,32,16,40,47,55,63,63,63,86,32,55,24,79,16,110,40,40,netplay
11.033,3,2,3,2,3,2,3,2,60,-1,57,14,47,22,48,47,64,53,51,20,55,37,53,53,26,52,42,67,49,97,34,55,33,77,11,88,36,40,lob
66.004,2,5,2,3,3,2,2,2,51,6,42,21,31,21,10,11,-2,-3,51,31,48,51,38,49,28,60,20,78,22,93,43,65,35,86,51,114,37,48,smash
17.223,2,4,2,3,3,2,2,2,37,-22,45,9,29,9,13,16,-11,24,45,16,61,32,53,47,77,55,93,86,125,117,69,55,29,78,37,117,53,32,netplay
16.297,2,2,2,2,2,2,2,2,23,3,24,17,14,30,12,44,11,56,44,18,58,24,74,32,25,57,12,70,17,100,44,59,51,84,38,89,32,44,netplay
9.702,2,2,2,2,3,1,3,2,67,-7,59,25,75,33,83,41,99,49,44,17,28,25,12,25,59,65,83,73,83,81,44,57,28,81,20,105,52,41,netplay
53.687,2,2,3,3,2,3,2,3,-6,43,18,75,26,67,42,43,50,11,10,83,26,91,42,91,50,123,58,171,50,211,34,123,18,171,10,203,26,99,long
75.577,2,3,2,3,2,3,2,3,63,10,53,26,43,27,23,18,7,8,59,31,52,50,40,38,37,64,26,82,16,104,50,65,55,94,76,112,45,51,smash
23.056,2,3,2,3,2,2,2,2,66,-7,50,25,66,33,73,49,89,41,35,25,20,41,27,33,58,73,73,112,89,144,35,73,20,104,4,144,50,49,lob
40.386,2,2,3,2,3,3,3,3,9,27,17,49,36,43,46,17,47,-4,10,59,-2,55,-1,25,53,102,56,140,53,179,32,105,36,147,31,185,38,79,long
31.209,2,5,2,3,3,2,2,3,36,-3,26,10,17,13,8,4,10,-7,32,18,31,27,28,10,12,63,3,77,8,92,26,64,23,82,31,115,21,45,cut
25.389,2,3,2,3,2,2,2,2,22,-7,30,17,37,17,14,24,7,24,30,24,30,48,22,56,37,63,22,87,7,102,37,63,37,102,52,126,37,48,lob
23.936,2,3,2,3,2,2,2,2,12,0,20,16,20,24,20,32,4,32,12,24,20,40,4,32,27,48,27,72,43,96,27,48,27,72,43,96,20,32,cut
6.59,2,3,2,3,2,2,2,2,29,-14,29,18,44,26,44,33,29,33,21,26,21,49,6,49,44,65,29,104,52,120,29,73,29,104,52,120,37,49,netplay
5.69,2,2,2,2,2,2,2,2,44,-5,47,13,33,22,27,39,13,50,63,13,83,10,98,14,53,51,40,69,26,85,71,49,87,69,105,79,56,35,netplay
18.662,2,2,2,2,2,1,2,2,28,-4,36,18,47,20,32,30,15,38,41,32,49,45,50,72,81,65,59,72,43,96,66,69,71,95,86,115,68,45,lob
27.521,2,4,2,3,2,2,2,2,7,-7,23,17,31,17,31,40,23,56,15,24,23,48,15,63,55,56,31,95,47,126,47,63,31,95,47,126,39,40,lob
60.878,2,4,2,3,2,2,2,2,25,-7,25,16,25,16,17,24,25,32,33,16,33,32,25,32,25,47,17,70,17,85,33,47,25,70,48,93,25,32,smash
35.532,2,3,2,3,2,2,2,2,52,-6,44,25,60,33,68,49,83,49,29,25,6,41,21,49,44,72,60,111,83,143,21,72,6,104,13,143,37,49,lob
75.39,2,3,2,3,2,2,2,2,63,17,52,32,36,30,20,22,13,6,58,39,53,57,39,51,31,69,18,95,17,113,51,75,41,97,57,127,42,58,smash
21.432,2,3,2,3,2,2,2,3,52,2,60,34,52,34,29,50,6,58,68,34,83,42,83,66,91,66,114,106,137,130,91,74,60,98,52,138,75,50,netplay
28.656,2,2,2,2,2,2,2,2,30,7,34,27,22,34,22,49,8,55,46,26,60,14,74,5,37,66,24,80,17,108,56,64,66,75,75,95,41,51,lob
27.301,2,3,2,3,2,2,2,2,65,2,58,34,42,26,26,18,11,10,73,34,65,18,65,10,58,73,50,105,58,136,73,73,89,113,104,144,65,57,cut
15.222,2,2,2,2,2,2,2,2,39,-10,39,14,31,22,23,30,7,38,54,14,62,14,78,22,39,46,31,69,23,93,54,38,70,54,78,69,47,30,netplay
17.519,2,2,2,2,3,1,3,2,60,-6,60,26,68,34,84,50,92,58,44,26,20,26,4,18,52,66,76,89,92,105,36,66,28,97,12,121,52,50,lob
37.199,2,5,2,4,2,2,2,2,37,0,30,12,15,14,0,4,10,0,38,23,35,33,28,26,11,59,8,79,11,106,25,61,20,82,26,112,20,43,long
41.337,2,3,3,3,3,4,3,3,53,-2,61,30,68,38,92,30,108,14,45,30,21,38,29,30,53,77,76,117,76,148,37,77,45,101,21,117,53,53,cut
28.531,3,2,3,3,3,3,3,3,37,-1,29,14,29,22,53,22,61,22,29,22,45,30,61,22,21,53,37,76,53,106,29,53,29,76,14,91,29,37,netplay
69.514,3,5,3,4,3,2,2,2,53,23,40,35,26,30,22,4,22,22,42,53,34,65,36,53,15,74,6,97,16,115,33,77,37,97,45,121,27,59,smash
18.685,3,3,3,3,3,3,3,2,116,8,100,31,108,39,132,54,156,54,85,23,69,15,77,15,61,62,77,93,53,124,45,54,21,85,5,116,77,46,netplay
60.621,2,3,3,3,2,3,2,3,-2,18,14,50,29,42,44,18,44,2,6,66,21,73,29,73,44,97,36,153,29,192,21,105,21,153,6,184,29,81,cut
18.835,3,3,3,3,2,3,2,3,55,-1,39,14,39,14,47,30,63,38,31,14,39,22,47,30,15,45,31,61,15,84,15,38,31,61,15,84,23,30,netplay
25.286,3,3,3,3,3,2,3,2,58,-15,50,17,66,33,81,33,97,33,35,17,11,33,3,33,50,65,66,88,81,104,35,65,19,96,19,120,50,49,lob
47.968,2,3,2,3,3,2,2,2,39,1,39,14,36,24,27,28,13,30,39,19,41,36,25,41,42,61,27,68,12,88,46,60,48,82,70,99,42,45,cut
46.045,2,3,2,3,3,2,2,2,110,-8,95,15,103,31,126,39,149,31,79,15,56,23,56,31,79,62,110,85,134,116,64,54,40,85,9,116,79,39,lob
31.778,3,3,3,3,3,2,3,2,36,-5,42,12,48,20,67,10,84,-1,32,16,17,29,13,38,34,63,37,84,20,117,27,65,31,89,31,115,35,46,long
40.405,3,2,3,3,2,3,2,3,-4,31,42,31,27,31,42,16,42,23,34,31,42,8,42,16,58,63,42,102,11,125,65,63,88,110,88,149,50,47,long
24.792,2,4,2,3,2,3,2,3,44,3,36,27,29,19,13,3,5,-13,44,27,44,51,29,51,21,59,13,83,13,99,29,59,21,91,36,123,29,43,cut
28.087,2,3,2,3,2,2,2,2,23,-6,38,18,46,18,38,41,38,57,30,25,23,41,7,57,54,64,38,96,54,119,46,64,38,96,54,127,46,49,lob
30.957,2,3,3,4,2,2,2,2,79,20,63,23,52,18,49,2,58,-8,63,34,58,39,55,24,28,57,20,80,17,113,42,61,46,81,63,95,39,43,long
19.298,2,3,3,1,3,4,3,4,43,6,51,13,51,13,51,29,51,29,51,13,67,21,51,29,74,29,59,44,43,44,82,29,59,44,183,106,67,21,netplay
15.024,2,2,2,2,2,2,2,2,16,2,40,26,48,26,32,42,32,82,40,26,24,42,8,58,80,50,95,82,127,106,72,50,48,58,32,82,64,34,netplay
28.635,2,1,2,2,2,2,2,1,37,-4,38,16,26,22,8,22,-7,19,56,21,68,29,79,36,33,60,24,79,17,109,52,57,64,78,73,92,41,45,rush
14.885,2,2,2,2,3,2,3,2,7,0,15,24,7,24,23,31,30,8,15,24,30,31,30,16,15,63,15,94,0,118,23,63,23,94,23,125,15,39,long
58.779,2,3,3,3,3,4,3,4,11,-10,19,22,35,22,50,14,50,22,3,46,19,61,27,61,50,77,42,117,50,148,27,85,35,125,50,156,35,54,cut
17.702,3,2,3,2,3,3,3,3,65,5,64,17,57,27,70,39,91,47,49,23,42,28,42,36,41,68,62,78,77,105,35,64,37,80,18,96,40,49,netplay
9.536,3,2,3,3,3,2,3,2,62,-7,47,17,62,25,70,41,78,41,39,17,23,33,31,41,47,57,62,73,54,97,31,57,23,81,15,97,47,41,netplay
18.7,3,3,3,3,3,4,3,4,20,0,28,32,43,32,59,24,82,0,12,40,5,48,20,40,43,88,43,135,43,167,28,88,35,135,51,175,28,64,cut
13.364,3,3,3,3,3,2,2,2,30,2,41,19,39,25,21,37,3,45,53,23,75,27,89,39,101,39,108,67,135,83,80,44,58,55,49,83,76,24,netplay
22.337,2,2,2,2,2,2,2,2,38,2,40,19,31,28,18,38,1,47,59,18,75,13,89,6,44,56,25,68,18,92,63,53,78,72,95,82,50,41,lob
44.436,2,3,2,2,2,3,2,4,16,37,31,53,39,44,36,21,12,2,25,69,26,55,10,49,78,97,94,113,107,147,53,105,38,132,19,166,58,76,cut
18.263,2,2,2,2,2,3,2,3,38,-1,46,23,30,23,14,39,-10,39,54,23,70,39,86,46,46,54,30,78,22,109,62,54,78,78,94,101,46,39,netplay
12.477,2,2,2,2,3,2,3,2,107,9,91,33,99,40,114,56,130,64,83,25,68,9,52,1,68,64,91,64,91,80,52,48,37,80,13,95,75,40,netplay
35.943,3,1,3,2,3,1,3,1,52,15,52,26,53,38,68,41,82,37,46,26,47,14,53,3,43,80,61,95,69,122,31,79,24,92,7,106,41,58,rush
20.837,3,1,3,1,3,1,3,2,57,3,42,34,26,26,11,19,-5,-5,49,42,49,58,42,65,26,73,34,112,65,120,34,81,19,112,34,144,34,58,lob
103.55,3,2,3,2,3,2,2,2,46,1,46,25,39,17,15,9,7,1,54,25,39,41,39,41,54,65,39,89,39,121,62,65,70,89,93,113,54,49,smash
23.505,2,3,2,4,3,2,2,2,47,1,55,25,63,33,63,48,47,56,40,33,32,48,17,64,63,80,70,111,70,143,47,72,24,111,9,143,55,56,netplay
13.529,3,2,3,2,3,2,3,3,80,1,69,17,70,26,79,33,92,41,60,16,47,16,53,25,46,53,62,55,79,84,37,48,36,67,5,69,49,39,netplay
18.097,3,2,3,2,3,1,3,2,51,-6,43,17,59,25,59,25,35,33,27,25,19,40,27,40,51,64,59,71,59,95,35,64,19,87,19,110,43,40,lob
30.773,2,3,3,3,2,4,2,4,11,-1,27,31,42,31,66,23,89,7,19,39,27,55,50,63,34,87,50,135,27,159,19,87,19,135,11,167,27,63,long
58.264,2,4,2,4,2,3,2,3,29,1,22,9,19,20,25,24,32,17,20,20,23,32,16,42,5,62,8,83,16,109,17,62,21,85,28,105,11,47,smash
29.754,3,3,3,3,3,3,2,3,89,-8,81,24,97,32,113,48,137,48,65,24,41,40,33,56,73,72,105,88,113,128,57,72,33,104,1,128,73,48,netplay
19.459,3,2,3,3,3,2,3,2,26,-1,19,22,11,22,11,38,11,30,26,22,26,38,26,38,3,61,11,84,19,100,11,61,11,84,11,77,11,46,netplay
25.859,3,3,3,3,3,2,3,2,49,2,49,25,57,33,57,48,49,48,34,25,18,25,3,33,49,64,65,79,73,95,34,64,26,87,26,110,42,41,lob
26.56,2,4,2,3,3,2,2,2,43,-7,43,16,51,24,58,32,43,32,28,16,12,16,4,9,43,55,20,70,12,85,35,47,43,78,66,93,35,32,cut
20.984,2,3,2,3,2,2,2,2,0,-6,16,18,24,18,24,42,16,58,8,26,16,42,8,58,47,58,24,66,16,90,47,58,39,98,71,106,31,42,lob
45.658,2,3,2,3,2,2,2,2,43,2,39,18,33,21,18,25,-7,23,49,23,55,39,34,31,35,62,20,76,25,93,45,65,47,88,73,100,39,47,long
34.169,2,3,2,3,2,3,2,3,11,48,20,65,39,55,41,32,40,7,15,84,21,71,10,59,62,113,71,146,71,182,37,114,30,153,17,183,44,89,long
28.622,2,4,2,3,2,2,2,2,27,-7,27,17,19,17,4,17,-4,9,34,17,34,25,27,9,19,49,12,73,19,89,27,49,27,73,42,97,27,33,cut
32.685,2,3,3,3,3,1,3,2,62,-6,62,26,77,26,93,26,108,18,46,26,31,42,15,58,62,74,77,81,85,105,46,74,23,97,15,121,54,50,lob
38.071,3,3,3,3,3,2,3,2,27,3,29,18,33,27,46,18,62,17,19,30,12,39,11,57,29,72,27,92,14,125,28,71,26,95,21,125,23,52,long
27.435,3,3,3,3,2,3,2,3,12,48,43,64,35,64,43,79,51,9,51,56,51,48,51,9,51,95,35,126,20,150,75,87,82,126,75,166,51,79,long
46.931,2,3,3,3,3,3,3,3,67,-10,59,21,59,29,91,36,115,36,51,21,35,21,107,36,43,67,75,83,91,121,43,67,51,90,11,90,51,44,cut
31.596,3,2,3,3,3,3,3,3,44,0,44,24,44,24,68,16,76,16,36,24,36,39,76,16,36,63,52,86,60,109,28,63,28,78,13,94,36,39,lob
61.711,3,3,3,3,3,3,3,3,75,6,78,36,95,45,118,49,139,43,60,33,51,51,68,47,66,86,89,118,99,152,49,83,35,108,14,130,68,61,long
36.053,3,3,3,3,3,3,3,3,32,4,32,19,38,29,55,15,71,3,25,28,17,37,27,43,30,71,27,96,13,123,29,73,36,94,36,119,32,57,long
40.171,3,3,3,3,3,3,3,3,45,0,53,39,37,39,37,46,108,8,68,31,92,23,108,8,53,85,68,124,76,163,37,78,29,109,6,132,53,62,long
36.086,2,4,2,3,3,3,2,3,37,1,37,17,29,17,21,25,-3,17,37,17,45,33,37,40,29,48,21,64,13,87,37,48,29,72,61,95,37,33,long
49.682,2,3,2,3,2,4,2,3,1,50,31,74,39,74,47,42,39,10,24,82,24,82,54,90,62,122,70,162,62,202,39,122,24,162,8,194,39,98,cut
15.118,3,2,3,3,2,3,2,3,48,-7,40,17,32,25,48,33,64,49,32,25,32,41,48,41,16,57,32,81,48,105,24,57,32,81,8,97,24,41,netplay
22.191,3,3,3,3,3,2,3,2,59,-6,59,25,67,25,75,41,82,41,43,25,27,41,12,49,59,64,67,72,67,95,43,56,27,87,20,111,51,41,lob
11.621,2,4,2,3,3,2,3,2,61,-7,61,17,69,25,85,49,92,57,45,17,22,33,22,49,69,57,77,81,92,97,45,57,29,89,22,113,53,41,netplay
8.852,3,2,3,2,3,2,3,2,50,1,43,15,32,20,40,35,56,45,46,27,51,35,57,43,17,53,35,71,46,106,30,56,28,79,9,90,27,41,netplay
4.961,3,2,3,2,3,1,3,1,63,2,58,28,75,32,84,43,99,46,38,30,26,39,10,42,64,81,75,96,79,114,46,82,28,103,23,128,57,61,netplay
18.945,3,1,3,2,3,1,3,1,29,3,26,20,20,29,41,31,55,35,17,24,14,38,23,51,6,67,19,88,30,118,-5,63,-10,78,-22,101,7,50,lob
26.187,3,2,3,2,3,3,3,2,-2,3,13,27,23,43,40,54,20,62,19,20,26,21,34,18,22,72,35,105,27,138,36,63,40,74,34,90,33,50,long
14.659,2,2,2,2,3,2,3,2,9,0,16,15,32,15,48,31,32,31,9,23,16,38,16,38,32,54,32,84,32,107,24,54,16,77,16,107,24,38,long
34.807,3,3,3,3,3,4,3,4,1,42,17,66,32,58,55,42,63,18,9,82,9,106,24,98,55,114,63,161,63,201,32,122,40,169,55,201,32,98,cut
22.604,2,2,2,2,3,3,3,3,22,7,33,24,24,30,17,40,7,49,44,17,57,5,75,-4,41,42,19,48,19,72,55,38,67,51,88,62,41,32,lob
35.867,2,3,2,2,2,3,2,3,19,52,42,68,50,60,50,28,50,12,34,68,19,60,11,44,66,108,89,148,81,188,50,108,34,148,11,180,50,92,long
29.753,2,4,2,3,2,2,2,2,40,9,35,22,24,18,9,9,-3,-9,37,26,28,40,21,26,28,68,20,83,24,101,32,68,16,87,37,106,32,49,cut
22.798,2,3,3,3,3,2,3,2,107,-7,99,25,107,32,130,40,146,40,83,17,59,17,44,17,75,56,99,64,107,80,59,48,36,72,12,95,83,40,lob
20.038,3,3,3,4,3,2,3,2,53,10,42,17,27,14,15,2,16,-9,38,29,29,41,18,35,13,62,7,87,17,114,29,64,32,84,51,98,22,49,cut
19.075,3,3,3,3,3,3,2,3,60,2,52,25,68,41,68,56,76,49,44,25,20,33,12,41,60,72,76,111,100,142,36,64,28,103,28,142,52,49,netplay
25.914,3,2,3,2,3,2,3,3,50,6,34,22,34,22,34,30,50,45,27,22,27,37,42,37,19,53,34,69,42,85,11,45,27,69,11,69,27,37,lob
72.602,2,2,3,3,2,3,2,3,5,64,22,83,39,73,42,47,38,17,18,98,34,116,46,98,72,128,91,154,99,188,48,130,33,158,15,178,49,107,smash
23.778,2,2,3,2,2,3,2,3,47,0,55,15,45,23,29,27,10,34,61,14,80,13,99,21,78,46,58,51,37,73,94,44,111,61,140,76,78,36,lob
72.159,2,3,2,2,2,2,2,2,49,4,49,28,57,28,57,20,49,4,34,36,11,44,3,36,64,84,49,116,49,148,49,84,34,116,34,148,49,60,drive
29.535,2,3,3,3,2,2,2,2,27,0,34,23,27,23,19,23,3,31,42,23,58,31,58,47,42,47,19,62,11,93,58,47,65,70,88,85,42,31,lob
70.301,3,2,3,3,3,2,3,2,17,15,18,34,46,40,61,34,45,30,10,46,7,68,26,68,46,90,50,123,41,156,27,95,30,136,18,154,31,69,smash
20.379,2,3,3,3,3,3,3,3,90,-2,87,11,82,26,93,40,116,49,77,16,64,22,64,32,56,51,47,71,19,90,75,45,87,58,93,82,68,38,netplay
24.118,3,3,3,3,3,2,3,2,64,-7,56,24,71,32,79,47,87,55,40,24,25,32,9,32,64,63,71,78,79,94,40,55,33,86,33,109,56,40,lob
28.899,2,4,2,5,3,2,2,2,45,2,45,17,37,17,21,25,21,25,53,25,61,40,53,48,37,48,21,71,5,94,53,48,53,71,61,86,45,32,cut
12.026,2,3,2,3,3,2,3,2,73,3,65,27,73,35,81,51,97,59,50,27,26,35,18,43,58,67,81,83,89,99,42,67,26,91,18,115,58,43,netplay
13.25,3,2,3,2,3,2,3,2,48,5,41,17,39,28,51,39,73,52,32,26,43,29,51,34,21,61,38,76,41,106,20,62,29,79,10,95,26,45,netplay
19.77,3,2,3,2,2,1,2,2,51,-1,50,20,59,23,42,25,25,25,47,32,58,45,52,65,75,76,50,82,32,110,64,81,69,105,92,122,67,53,lob
39.931,2,4,2,4,2,2,2,2,39,-2,37,12,31,19,29,24,15,26,40,15,44,36,30,38,28,56,21,71,11,92,35,56,33,81,57,93,35,43,long
42.287,3,3,3,3,3,3,3,3,60,-1,60,30,76,38,92,30,107,30,44,30,29,38,29,30,52,76,76,100,84,131,44,76,44,100,13,107,52,53,cut
33.282,3,2,3,2,3,3,3,3,41,0,40,14,38,23,54,24,73,25,31,20,30,31,34,46,21,66,38,80,54,104,34,65,32,81,15,94,28,46,lob
42.007,2,3,3,3,2,3,2,3,10,22,26,39,42,35,45,14,39,0,20,49,22,36,17,25,60,82,62,122,59,160,36,83,28,121,10,147,45,57,long
32.613,2,3,3,3,3,4,3,3,57,-1,57,31,73,39,104,39,119,31,49,31,26,39,26,31,57,78,80,118,80,149,41,78,41,110,10,126,57,54,cut
29.323,3,2,3,2,3,3,3,3,54,-3,50,12,43,21,58,31,72,38,40,16,37,21,40,34,22,47,41,57,56,81,17,44,23,65,-4,70,29,34,lob
45.339,3,2,3,3,2,3,2,3,3,41,21,57,36,48,41,27,29,11,20,67,20,53,5,51,71,89,84,128,83,164,48,97,39,127,18,148,51,72,long
26.007,2,3,2,3,3,3,3,3,82,-1,74,30,82,38,106,46,121,46,58,22,42,15,35,-1,66,77,90,108,106,148,58,77,35,101,3,116,66,54,cut
26.21,3,1,3,2,3,2,3,3,61,-2,45,21,45,21,45,29,61,37,45,21,45,37,61,37,29,60,45,75,45,106,37,52,45,75,5,83,37,37,lob
44.924,3,2,3,2,3,3,3,3,54,1,54,32,70,32,78,40,86,40,38,24,30,32,86,40,62,78,78,117,78,148,38,71,30,110,6,148,54,55,long
21.296,3,3,3,3,3,3,3,3,80,20,65,26,49,18,46,3,54,-8,59,33,43,42,39,35,25,60,15,82,17,117,40,62,44,87,58,105,36,45,cut
6.287,3,3,3,3,3,2,3,2,49,-6,49,18,57,26,65,50,81,50,33,26,17,42,9,58,49,66,65,98,73,114,33,66,25,98,17,130,41,50,netplay
58.748,2,3,3,3,2,4,2,4,16,53,30,77,44,61,57,42,59,23,12,88,31,96,43,96,64,140,63,182,57,214,40,139,37,174,15,208,44,109,cut
19.307,3,3,3,3,2,3,2,3,39,-1,23,14,23,22,23,37,39,45,23,14,23,29,39,45,-1,45,23,60,7,83,7,45,23,60,15,83,15,29,netplay
23.56,2,3,3,3,2,2,2,2,14,-7,22,25,29,25,37,49,22,96,22,33,29,65,29,65,52,65,52,96,22,96,52,65,52,96,83,112,37,49,lob
29.571,2,3,2,3,2,2,2,2,29,-2,24,13,12,18,-4,25,-15,20,35,19,46,29,52,47,24,51,13,70,12,89,41,53,30,78,54,95,33,42,cut
26.416,2,4,3,3,3,2,3,2,65,-7,57,25,72,25,72,48,65,48,41,25,34,40,34,56,65,64,80,72,80,96,41,56,34,88,18,111,49,40,lob
73.714,2,5,2,3,3,2,3,2,53,2,45,25,37,18,21,18,14,18,53,25,53,41,45,41,37,49,21,64,14,87,45,56,45,80,53,111,45,41,smash
32.77,2,4,2,3,3,2,2,3,38,9,62,33,70,25,94,17,78,33,46,41,22,41,-10,41,102,65,110,104,150,112,86,73,70,96,54,136,78,49,lob
58.622,2,4,2,5,2,2,2,2,41,-1,31,9,16,9,5,-4,12,-10,34,17,31,30,29,19,6,54,4,75,11,104,21,54,23,75,41,94,13,40,smash
69.636,3,4,3,4,3,2,3,2,28,2,26,12,27,23,30,33,27,18,23,20,21,24,13,12,18,64,10,79,17,107,31,65,27,86,39,109,26,49,smash
23.55,3,4,3,4,3,3,3,3,120,-1,104,15,112,23,136,38,168,46,88,7,64,15,48,23,64,46,96,62,88,93,56,38,24,70,8,93,80,31,netplay
28.253,3,2,3,2,3,2,3,2,38,3,34,16,26,24,37,30,42,38,33,21,40,26,49,25,10,59,21,72,35,102,31,57,33,81,17,84,26,43,lob
44.999,2,2,3,2,2,3,2,2,23,63,39,76,53,61,50,39,47,17,34,89,44,83,26,71,93,117,108,145,123,177,64,117,43,143,22,156,63,93,smash
13.212,2,3,2,3,3,2,3,2,46,3,31,26,46,41,46,65,54,88,15,18,0,18,7,3,23,72,31,103,38,134,7,72,15,103,23,134,23,49,long
37.2,2,5,2,4,2,3,2,2,32,-3,25,3,13,0,3,-11,18,-12,33,0,30,13,28,-2,9,40,6,58,10,81,21,42,19,62,26,91,15,27,long
53.389,3,3,3,3,3,3,3,3,59,-8,59,32,74,39,90,32,90,32,51,32,43,16,51,8,66,79,74,118,74,157,43,79,35,110,12,142,59,55,cut
18.9,3,3,3,3,3,3,3,3,59,-1,51,15,59,22,74,38,82,38,43,15,35,22,59,30,28,46,51,54,59,85,20,38,35,61,12,85,35,30,netplay
