rally,ball_round,time,frame_num,player,server,type,aroundhead,backhand,hit_area,hit_x,hit_y,hit_height,lose_reason,win_reason,roundscore_A,roundscore_B,getpoint_player,landing_area,landing_x,landing_y,landing_height
32,1,01:08:34.400,102860,B,1,發長球,,,B2,240,703,2,,,19,12,,A3,91,12,1
32,2,01:08:36.400,102910,A,,長球,,,A3,91,12,1,,,19,12,,B4,103,859,1
32,3,01:08:37.520,102938,B,,長球,1,,B4,103,859,1,,,19,12,,B3,81,87,1
32,4,01:08:38.440,102961,A,,切球,,,B3,81,87,1,,,19,12,,B1,343,606,2
32,5,01:08:39.480,102987,B,,挑球,,,B1,343,606,2,,,19,12,,A1,327,465,2
32,6,01:08:39.680,102992,B,,掛網球,,,A1,327,465,2,未回擊成功,對方失誤,20,12,A,,,,
33,1,01:08:55.800,103395,A,1,發小球,,,B2,158,256,2,,,20,12,,B1,320,604,2
33,2,01:08:56.600,103415,B,,放小球,,,B1,320,604,2,,,20,12,,A1,342,406,2
33,3,01:08:57.600,103440,A,,放小球,,1,A1,342,406,2,,,20,12,,B1,117,458,2
33,4,01:08:58.800,103470,A,,掛網球,,,B1,117,458,2,未回擊成功,對方失誤,20,13,B,,,,
34,1,01:09:12.480,103812,B,1,發長球,,,B2,229,693,2,,,20,13,,A4,263,29,1
34,2,01:09:14.440,103861,A,,殺球,1,,A4,263,29,1,,,20,13,,A2,93,684,2
34,3,01:09:15.040,103876,B,,放小球,,1,A2,93,684,2,,,20,13,,B1,88,344,2
34,4,01:09:16.040,103901,A,,挑球,,,B1,88,344,2,,,20,13,,A4,85,896,1
34,5,01:09:17.360,103934,B,,長球,1,,A4,85,896,1,,,20,13,,B3,68,67,1
34,6,01:09:18.360,103959,A,,長球,,,B3,68,67,1,,,20,13,,A3,69,865,1
34,7,01:09:19.560,103989,B,,長球,1,,A3,69,865,1,,,20,13,,B4,71,45,1
34,8,01:09:21.160,104029,A,,長球,,,B4,71,45,1,,,20,13,,A3,103,761,1
34,9,01:09:21.800,104045,B,,切球,1,,A3,103,761,1,,,20,13,,A1,269,354,2
34,10,01:09:22.680,104067,A,,放小球,,1,A1,269,354,2,,,20,13,,B1,288,530,2
34,11,01:09:23.760,104094,B,,挑球,,,B1,288,530,2,,,20,13,,B5,109,-40,2
34,12,01:09:26.040,104151,A,,未擊球,,,B5,109,-40,2,出界,對方失誤,21,13,A,,,,
