rally,ball_round,time,frame_num,player,server,type,aroundhead,backhand,hit_area,hit_x,hit_y,hit_height,lose_reason,win_reason,roundscore_A,roundscore_B,getpoint_player,landing_area,landing_x,landing_y,landing_height
28,21,00:40:15.440,60386,A,,殺球,1,,A4,331,34,1,,,12,15,,D3,411,791,2
28,22,00:40:16.080,60402,B,,未擊球,,,D3,411,791,2,出界,對方失誤,12,16,B,,,,
29,1,00:40:33.520,60838,B,1,發長球,,,B2,269,658,2,,,12,16,,B4,200,18,1
29,2,00:40:35.520,60888,A,,殺球,,,B4,200,18,1,,,12,16,,B2,213,633,2
29,3,00:40:36.160,60904,B,,防守回挑,,1,B2,213,633,2,,,12,16,,C3,418,81,2
29,4,00:40:38.160,60954,A,,未擊球,,,C3,418,81,2,出界,對方失誤,13,16,A,,,,
30,1,00:40:56.240,61406,A,1,發長球,,,B2,199,233,2,,,13,16,,A4,128,915,1
30,2,00:40:58.480,61462,B,,長球,1,,A4,128,915,1,,,13,16,,B4,62,25,1
30,3,00:40:59.560,61489,A,,長球,,,B4,62,25,1,,,13,16,,B4,307,906,2
30,4,00:41:00.680,61517,B,,過渡切球,,,B4,307,906,2,,,13,16,,B1,174,397,1
30,5,00:41:01.360,61534,A,,平球,,,B1,174,397,1,,,13,16,,A2,76,673,2
30,6,00:41:01.960,61549,B,,擋小球,,1,A2,76,673,2,,,13,16,,B0,92,468,2
30,7,00:41:02.520,61563,B,,掛網球,,,B0,92,468,2,未回擊成功,對方失誤,14,16,A,,,,
31,1,00:41:24.800,62120,A,1,發長球,,,B2,169,235,2,,,14,16,,B4,264,896,1
31,2,00:41:27.040,62176,B,,長球,,,B4,264,896,1,,,14,16,,A4,310,32,1
31,3,00:41:28.080,62202,A,,切球,1,,A4,310,32,1,,,14,16,,B1,304,508,2
31,4,00:41:29.080,62227,B,,放小球,,,B1,304,508,2,,,14,16,,A1,214,429,2
31,5,00:41:29.960,62249,A,,放小球,,1,A1,214,429,2,,,14,16,,A1,162,507,2
31,6,00:41:30.840,62271,B,,挑球,,1,A1,162,507,2,,,14,16,,A4,313,23,1
31,7,00:41:32.360,62309,A,,切球,1,,A4,313,23,1,,,14,16,,A1,114,582,2
31,8,00:41:33.200,62330,B,,擋小球,,1,A1,114,582,2,,,14,16,,A1,263,428,2
31,9,00:41:34.160,62354,A,,放小球,,1,A1,263,428,2,,,14,16,,A1,320,464,2
31,10,00:41:34.840,62371,A,,掛網球,,,A1,320,464,2,未回擊成功,對方失誤,14,17,B,,,,
32,1,00:41:51.120,62778,B,1,發長球,,,B2,214,702,2,,,14,17,,A4,307,32,1
32,2,00:41:53.080,62827,A,,殺球,1,,A4,307,32,1,,,14,17,,B3,357,746,2
32,3,00:41:53.680,62842,B,,擋小球,,,B3,357,746,2,,,14,17,,B1,143,420,2
32,4,00:41:54.680,62867,A,,挑球,,,B1,143,420,2,,,14,17,,A3,77,861,1
32,5,00:41:55.920,62898,B,,長球,1,,A3,77,861,1,,,14,17,,B4,86,41,1
32,6,00:41:57.480,62937,A,,殺球,,,B4,86,41,1,,,14,17,,B3,341,770,2
32,7,00:41:58.080,62952,B,,防守回挑,,,B3,341,770,2,,,14,17,,A3,352,94,1
32,8,00:41:59.000,62975,A,,擋小球,,1,A3,352,94,1,,,14,17,,B1,349,521,2
32,9,00:41:59.960,62999,B,,挑球,,,B1,349,521,2,,,14,17,,A4,298,38,1
32,10,00:42:01.200,63030,A,,長球,1,,A4,298,38,1,,,14,17,,D4,401,902,2
32,11,00:42:02.480,63062,B,,未擊球,,,D4,401,902,2,出界,對方失誤,14,18,B,,,,
,,,,,,,,,,,,,,,14,18,,,,,
33,1,00:42:18.920,63473,A,,殺球,,,B4,85,28,1,,,14,18,,A3,76,750,2
33,2,00:42:19.520,63488,B,,防守回挑,,1,A3,76,750,2,,,14,18,,B4,71,33,2
33,3,00:42:20.760,63519,A,,過渡切球,,,B4,71,33,2,,,14,18,,B1,61,465,2
33,4,00:42:21.280,63532,A,,掛網球,,,B1,61,465,2,未回擊成功,對方失誤,14,19,B,,,,
34,1,00:42:38.880,63972,B,1,發長球,,,A2,211,688,2,,,14,19,,A4,281,21,1
34,2,00:42:40.880,64022,A,,切球,1,,A4,281,21,1,,,14,19,,A1,78,578,2
34,3,00:42:41.720,64043,B,,放小球,,1,A1,78,578,2,,,14,19,,A1,121,512,2
34,4,00:42:42.600,64065,B,,未過網,,,A1,121,512,2,未回擊成功,切球質量好,15,19,A,,,,
35,1,00:42:56.360,64409,A,1,發長球,,,B2,205,246,2,,,15,19,,A4,81,901,1
35,2,00:42:58.520,64463,B,,長球,1,,A4,81,901,1,,,15,19,,B4,74,25,1
35,3,00:42:59.600,64490,A,,長球,,,B4,74,25,1,,,15,19,,A3,57,881,1
35,4,00:43:00.560,64514,B,,長球,1,,A3,57,881,1,,,15,19,,B4,73,36,2
35,5,00:43:01.560,64539,A,,過渡切球,,,B4,73,36,2,,,15,19,,A1,85,506,2
35,6,00:43:02.560,64564,B,,挑球,,1,A1,85,506,2,,,15,19,,B4,55,46,2
35,7,00:43:03.760,64594,A,,過渡切球,,,B4,55,46,2,,,15,19,,B1,372,538,2
35,8,00:43:04.840,64621,B,,挑球,,,B1,372,538,2,,,15,19,,A4,369,31,1
35,9,00:43:05.880,64647,A,,長球,1,,A4,369,31,1,,,15,19,,A3,116,863,1
35,10,00:43:06.840,64671,B,,切球,1,,A3,116,863,1,,,15,19,,A1,310,367,2
35,11,00:43:07.720,64693,A,,放小球,,1,A1,310,367,2,,,15,19,,B1,298,537,2
35,12,00:43:08.800,64720,B,,挑球,,,B1,298,537,2,,,15,19,,A4,334,43,1
35,13,00:43:10.400,64760,A,,長球,1,,A4,334,43,1,,,15,19,,A3,62,865,1
35,14,00:43:11.400,64785,B,,長球,1,,A3,62,865,1,,,15,19,,B4,75,34,1
35,15,00:43:12.920,64823,A,,長球,,,B4,75,34,1,,,15,19,,B3,329,753,1
35,16,00:43:13.520,64838,B,,長球,,,B3,329,753,1,,,15,19,,A3,320,74,1
35,17,00:43:14.160,64854,A,,長球,,1,A3,320,74,1,,,15,19,,B3,278,841,1
35,18,00:43:15.160,64879,B,,殺球,,,B3,278,841,1,,,15,19,,C3,407,73,2
35,19,00:43:15.840,64896,A,,未擊球,,,C3,407,73,2,出界,對方失誤,16,19,A,,,,
36,1,00:44:09.200,66230,A,1,發長球,,,B2,149,244,2,,,16,19,,B4,315,887,1
36,2,00:44:11.400,66285,B,,切球,,,B4,315,887,1,,,16,19,,A3,327,118,2
36,3,00:44:11.960,66299,A,,放小球,,1,A3,327,118,2,,,16,19,,B1,378,512,2
36,4,00:44:13.000,66325,B,,挑球,,,B1,378,512,2,,,16,19,,B4,57,32,1
36,5,00:44:14.280,66357,A,,殺球,,,B4,57,32,1,,,16,19,,B1,161,462,2
36,6,00:44:14.520,66363,A,,掛網球,,,B1,161,462,2,未回擊成功,對方失誤,16,20,B,,,,
37,1,00:44:32.440,66811,B,1,發長球,,,B2,265,660,2,,,16,20,,,,,1
37,2,00:44:34.480,66862,A,,長球,,,B4,103,23,1,,,16,20,,B4,329,887,2
37,3,00:44:35.640,66891,B,,過渡切球,,,B4,329,887,2,,,16,20,,A1,321,333,2
37,4,00:44:36.320,66908,A,,挑球,,,A1,321,333,2,,,16,20,,A3,76,864,1
37,5,00:44:37.360,66934,B,,長球,1,,A3,76,864,1,,,16,20,,B4,62,36,1
37,6,00:44:38.720,66968,A,,長球,,,B4,62,36,1,,,16,20,,A4,77,884,1
37,7,00:44:40.000,67000,B,,長球,1,,A4,77,884,1,,,16,20,,B4,53,28,1
37,8,00:44:41.200,67030,A,,長球,,,B4,53,28,1,,,16,20,,A4,70,902,1
37,9,00:44:42.520,67063,B,,長球,1,,A4,70,902,1,,,16,20,,A4,261,29,1
37,10,00:44:43.520,67088,A,,殺球,1,,A4,261,29,1,,,16,20,,B2,333,694,2
37,11,00:44:44.120,67103,B,,擋小球,,,B2,333,694,2,,,16,20,,A1,320,379,2
37,12,00:44:45.200,67130,A,,放小球,,1,A1,320,379,2,,,16,20,,A1,113,515,2
37,13,00:44:46.160,67154,B,,挑球,,1,A1,113,515,2,,,16,20,,A4,268,26,1
37,14,00:44:47.960,67199,A,,長球,1,,A4,268,26,1,,,16,20,,B4,352,904,2
37,15,00:44:49.360,67234,B,,過渡切球,,,B4,352,904,2,,,16,20,,A1,331,416,2
37,16,00:44:50.240,67256,A,,挑球,,1,A1,331,416,2,,,16,20,,A4,105,891,1
37,17,00:44:51.480,67287,B,,長球,,1,A4,105,891,1,,,16,20,,B4,93,48,1
37,18,00:44:52.840,67321,A,,殺球,,,B4,93,48,1,,,16,20,,A3,75,781,2
37,19,00:44:53.280,67332,B,,擋小球,,1,A3,75,781,2,,,16,20,,B1,85,440,1
37,20,00:44:54.160,67354,A,,撲球,,,B1,85,440,1,,,16,20,,B2,251,689,2
37,21,00:44:54.320,67358,B,,未擊球,,,B2,251,689,2,落地,撲球得分,17,20,A,,,,
38,1,00:45:22.640,68066,A,1,發長球,,,B2,208,248,2,,,17,20,,A4,100,886,1
38,2,00:45:24.800,68120,B,,切球,,,A4,100,886,1,,,17,20,,A1,312,361,2
38,3,00:45:25.520,68138,A,,放小球,,1,A1,312,361,2,,,17,20,,B1,331,509,2
38,4,00:45:26.560,68164,B,,放小球,,,B1,331,509,2,,,17,20,,A1,373,426,2
38,5,00:45:27.480,68187,A,,挑球,,1,A1,373,426,2,,,17,20,,A3,99,865,1
38,6,00:45:28.760,68219,B,,長球,1,,A3,99,865,1,,,17,20,,B4,86,34,1
38,7,00:45:30.360,68259,A,,長球,,,B4,86,34,1,,,17,20,,B4,333,901,1
38,8,00:45:31.560,68289,B,,長球,,,B4,333,901,1,,,17,20,,A4,314,34,1
38,9,00:45:33.000,68325,A,,切球,1,,A4,314,34,1,,,17,20,,B1,323,574,2
38,10,00:45:33.840,68346,B,,挑球,,,B1,323,574,2,,,17,20,,A4,343,29,1
38,11,00:45:35.360,68384,A,,長球,1,,A4,343,29,1,,,17,20,,A3,83,842,1
38,12,00:45:36.520,68413,B,,長球,1,,A3,83,842,1,,,17,20,,B4,84,31,1
38,13,00:45:37.920,68448,A,,長球,,,B4,84,31,1,,,17,20,,A3,68,877,1
38,14,00:45:39.040,68476,B,,切球,1,,A3,68,877,1,,,17,20,,B2,76,206,2
38,15,00:45:39.640,68491,A,,放小球,,,B2,76,206,2,,,17,20,,A1,62,517,2
38,16,00:45:40.640,68516,B,,挑球,,1,A1,62,517,2,,,17,20,,A4,293,39,1
38,17,00:45:41.640,68541,A,,長球,1,,A4,293,39,1,,,17,20,,B3,369,869,1
38,18,00:45:42.680,68567,B,,切球,,,B3,369,869,1,,,17,20,,A2,356,317,2
38,19,00:45:43.600,68590,A,,挑球,,1,A2,356,317,2,,,17,20,,B3,355,875,1
38,20,00:45:45.000,68625,B,,長球,,,B3,355,875,1,,,17,20,,A4,345,34,1
38,21,00:45:46.440,68661,A,,長球,1,,A4,345,34,1,,,17,20,,B4,362,885,1
38,22,00:45:47.560,68689,B,,切球,,,B4,362,885,1,,,17,20,,A1,106,470,2
38,23,00:45:48.200,68705,B,,掛網球,,,A1,106,470,2,未回擊成功,對方失誤,18,20,A,,,,
39,1,00:46:21.000,69525,A,1,發長球,,,B2,158,262,2,,,18,20,,B4,265,906,1
39,2,00:46:23.160,69579,B,,長球,,,B4,265,906,1,,,18,20,,B4,81,26,1
39,3,00:46:24.160,69604,A,,殺球,,,B4,81,26,1,,,18,20,,A2,76,726,2
39,4,00:46:24.600,69615,B,,擋小球,,1,A2,76,726,2,,,18,20,,B1,96,416,2
39,5,00:46:25.520,69638,A,,放小球,,,B1,96,416,2,,,18,20,,A1,66,512,2
39,6,00:46:26.440,69661,B,,挑球,,1,A1,66,512,2,,,18,20,,A4,273,30,1
39,7,00:46:27.840,69696,A,,長球,1,,A4,273,30,1,,,18,20,,B4,312,901,1
39,8,00:46:29.280,69732,B,,殺球,,,B4,312,901,1,,,18,20,,A3,322,169,2
39,9,00:46:29.760,69744,A,,擋小球,,1,A3,322,169,2,,,18,20,,B1,304,511,2
39,10,00:46:30.720,69768,B,,挑球,,,B1,304,511,2,,,18,20,,B4,63,33,2
39,11,00:46:31.800,69795,A,,過渡切球,,,B4,63,33,2,,,18,20,,B1,338,581,2
39,12,00:46:32.680,69817,B,,擋小球,,,B1,338,581,2,,,18,20,,A1,349,398,2
39,13,00:46:33.640,69841,A,,挑球,,1,A1,349,398,2,,,18,20,,A4,117,884,1
39,14,00:46:35.200,69880,B,,切球,1,,A4,117,884,1,,,18,20,,B1,290,471,2
39,15,00:46:35.640,69891,B,,掛網球,,,B1,290,471,2,未回擊成功,對方失誤,19,20,A,,,,
40,1,00:47:06.160,70654,A,1,發長球,,,B2,205,254,2,,,19,20,,A4,126,896,1
40,2,00:47:08.320,70708,B,,切球,1,,A4,126,896,1,,,19,20,,B3,64,188,2
40,3,00:47:08.840,70721,A,,擋小球,,,B3,64,188,2,,,19,20,,B1,334,534,2
40,4,00:47:09.800,70745,B,,挑球,,,B1,334,534,2,,,19,20,,B4,76,28,1
40,5,00:47:11.080,70777,A,,長球,,,B4,76,28,1,,,19,20,,B3,302,875,1
40,6,00:47:12.160,70804,B,,殺球,,,B3,302,875,1,,,19,20,,B2,113,204,2
40,7,00:47:12.640,70816,A,,擋小球,,,B2,113,204,2,,,19,20,,A1,75,595,2
40,8,00:47:13.720,70843,B,,挑球,,1,A1,75,595,2,,,19,20,,B4,136,32,1
40,9,00:47:15.280,70882,A,,長球,,,B4,136,32,1,,,19,20,,B3,334,842,1
40,10,00:47:16.080,70902,B,,切球,,,B3,334,842,1,,,19,20,,A1,341,396,2
40,11,00:47:17.040,70926,A,,放小球,,1,A1,341,396,2,,,19,20,,B1,346,506,2
40,12,00:47:18.040,70951,B,,放小球,,,B1,346,506,2,,,19,20,,A1,345,430,2
40,13,00:47:18.960,70974,A,,挑球,,1,A1,345,430,2,,,19,20,,A4,112,897,1
40,14,00:47:20.560,71014,B,,長球,1,,A4,112,897,1,,,19,20,,A4,271,32,1
40,15,00:47:21.840,71046,A,,長球,1,,A4,271,32,1,,,19,20,,A3,86,847,1
40,16,00:47:22.880,71072,B,,長球,1,,A3,86,847,1,,,19,20,,B4,109,30,1
40,17,00:47:24.080,71102,A,,長球,,,B4,109,30,1,,,19,20,,B4,345,888,2
40,18,00:47:25.320,71133,B,,過渡切球,,,B4,345,888,2,,,19,20,,A2,344,232,2
40,19,00:47:26.160,71154,A,,挑球,,1,A2,344,232,2,,,19,20,,B3,350,825,1
40,20,00:47:27.000,71175,B,,長球,,,B3,350,825,1,,,19,20,,E3,436,68,2
40,21,00:47:29.240,71231,A,,未擊球,,,E3,436,68,2,出界,對方失誤,20,20,A,,,,
41,1,00:48:01.800,72045,A,1,發長球,,,B2,150,251,2,,,20,20,,B4,259,895,1
41,2,00:48:03.960,72099,B,,長球,,,B4,259,895,1,,,20,20,,B4,84,23,2
41,3,00:48:05.160,72129,A,,過渡切球,,,B4,84,23,2,,,20,20,,A1,121,523,2
41,4,00:48:06.200,72155,B,,挑球,,1,A1,121,523,2,,,20,20,,B4,82,43,2
41,5,00:48:07.400,72185,A,,長球,,,B4,82,43,2,,,20,20,,A3,64,864,1
41,6,00:48:08.440,72211,B,,切球,1,,A3,64,864,1,,,20,20,,B3,45,181,2
41,7,00:48:09.040,72226,A,,放小球,,,B3,45,181,2,,,20,20,,A1,254,465,2
41,8,00:48:09.520,72238,A,,掛網球,,,A1,254,465,2,未回擊成功,對手失誤,20,21,B,,,,
42,1,00:48:30.400,72760,B,1,發長球,,,B2,239,675,2,,,20,21,,A4,287,33,1
42,2,00:48:32.440,72811,A,,切球,1,,A4,287,33,1,,,20,21,,A1,100,529,2
42,3,00:48:33.320,72833,B,,挑球,,1,A1,100,529,2,,,20,21,,B4,76,47,2
42,4,00:48:34.400,72860,A,,過渡切球,,,B4,76,47,2,,,20,21,,B1,319,536,2
42,5,00:48:35.320,72883,B,,挑球,,,B1,319,536,2,,,20,21,,B4,95,31,1
42,6,00:48:36.480,72912,A,,長球,,,B4,95,31,1,,,20,21,,B3,338,882,2
42,7,00:48:37.640,72941,B,,過渡切球,,,B3,338,882,2,,,20,21,,A1,328,374,2
42,8,00:48:38.480,72962,A,,放小球,,1,A1,328,374,2,,,20,21,,A1,113,517,2
42,9,00:48:39.400,72985,B,,放小球,,1,A1,113,517,2,,,20,21,,B1,100,436,2
42,10,00:48:40.360,73009,A,,挑球,,,B1,100,436,2,,,20,21,,A4,102,887,1
42,11,00:48:41.960,73049,B,,長球,1,,A4,102,887,1,,,20,21,,A4,281,33,1
42,12,00:48:43.280,73082,A,,長球,1,,A4,281,33,1,,,20,21,,B5,349,-58,2
42,13,00:48:45.160,73129,B,,未擊球,,,B5,349,-58,2,出界,對手失誤,20,22,B,,,,
