unique_id,rally,ball_round,time,frame_num,player,server,type,around_head,backhand,hit_area,hit_x,hit_y,hit_height,lose_reason,win_reason,roundscore_A,roundscore_B,getpoint_player,landing_area,landing_x,landing_y,landing_height,flying_time,now_right_x,now_right_y,now_left_x,now_left_y,next_right_x,next_right_y,next_left_x,next_left_y,right_delta_x,right_delta_y,left_delta_x,left_delta_y,right_x_speed,right_y_speed,right_speed,left_x_speed,left_y_speed,left_speed,avg_ball_speed,left_right_distance,hitting_area_number,landing_area_number
2018-Indonesia_open-finals-1-2,1,1,00:06:33.800000,11814,A,1.0,發小球,,1.0,A2,197,655,2.0,,,1,0,,A1,263.0,335.0,2.0,1000.0,436,-188,285,852,343.0,-80.0,415.0,-133.0,90.0,20.0,0.0,20.0,32.75,52.0,61.45374276640927,0.0,18.0,18.0,0.04720765298126989,1050.9048482141473,"[1, 0, 0, 0]","[0, 0, 0, 1]"
2018-Indonesia_open-finals-1-2,1,2,00:06:34.500000,11836,B,,挑球,,1.0,A1,263,335,2.0,,,1,0,,A4,157.0,903.0,1.0,1000.0,343,-80,415,-133,305.0,-396.0,285.0,924.0,50.0,40.0,90.0,70.0,36.25,58.99999999999999,69.24638979759162,52.74999999999999,45.75,69.82567579336416,0.1374538558935325,89.40357934669059,"[0, 0, 0, 1]","[0, 1, 0, 0]"
2018-Indonesia_open-finals-1-2,1,3,00:06:35.700000,11870,A,,切球,,,A3,157,903,1.0,,,1,0,,B2,49.0,280.0,2.0,1000.0,305,-396,285,924,198.0,-316.0,204.0,-316.0,0.0,70.0,70.0,40.0,17.5,31.75,36.253448111869304,30.75,89.0,94.16242615820813,0.07487072191451075,1320.15150645674,"[0, 1, 0, 0]","[0, 0, 0, 1]"
2018-Indonesia_open-finals-1-2,1,4,00:06:36.300000,11888,B,,擋小球,,,B2,49,280,2.0,,,1,0,,A1,56.0,588.0,2.0,1000.0,198,-316,204,-316,235.0,-269.0,162.0,568.0,20.0,0.0,60.0,0.0,12.0,100.0,100.71742649611338,13.5,100.0,100.90713552569015,0.20161907151854458,6.0,"[0, 0, 0, 1]","[0, 1, 0, 0]"
2018-Indonesia_open-finals-1-2,1,5,00:06:37.400000,11921,A,,放小球,,1.0,C1,56,588,2.0,,,1,0,,B1,81.0,409.0,2.0,1000.0,235,-269,162,568,150.0,84.0,150.0,84.0,10.0,0.0,80.0,10.0,20.25,12.5,23.797321277824526,54.5,135.25,145.81773726128108,0.14371890968136378,840.177362227762,"[0, 1, 0, 0]","[0, 1, 0, 0]"
2018-Indonesia_open-finals-1-2,1,6,00:06:38.300000,11948,B,,挑球,,,B1,81,409,2.0,,,1,0,,B4,284.0,911.0,1.0,1000.0,150,84,150,84,316.0,-319.0,380.0,1109.0,40.0,70.0,40.0,70.0,41.0,88.25,97.30910800125547,41.0,88.25,97.30910800125547,0.19461821600251095,0.0,"[0, 1, 0, 0]","[1, 0, 0, 0]"
2018-Indonesia_open-finals-1-2,1,7,00:06:39.900000,11997,A,,切球,,,A3,284,911,1.0,,,1,0,,B2,201.0,242.0,2.0,1000.0,316,-319,380,1109,314.0,-269.0,314.0,-269.0,40.0,50.0,10.0,0.0,1.5,18.75,18.80990430597668,17.25,114.99999999999999,116.28655339290094,0.09805929328727593,1429.4334542048468,"[1, 0, 0, 0]","[0, 0, 0, 1]"
2018-Indonesia_open-finals-1-2,1,8,00:06:40.600000,12019,B,,擋小球,,1.0,A2,201,242,2.0,,,1,0,,A1,183.0,553.0,2.0,1000.0,314,-269,314,-269,310.0,-244.0,311.0,649.0,20.0,90.0,10.0,90.0,25.5,25.25,35.88610455315539,20.25,25.25,32.36703569992161,0.068141855712917,0.0,"[0, 0, 0, 1]","[0, 1, 0, 0]"
2018-Indonesia_open-finals-1-2,1,9,00:06:41.500000,12045,A,,放小球,,1.0,A1,183,553,2.0,,,1,0,,A1,328.0,405.0,2.0,1000.0,310,-244,311,649,416.0,-370.0,395.0,-370.0,10.0,80.0,70.0,40.0,10.25,2.0,10.443299287102711,20.75,136.0,137.57384380760755,0.1383988800532721,893.0005599102388,"[0, 1, 0, 0]","[0, 0, 0, 1]"
2018-Indonesia_open-finals-1-2,1,10,00:06:42.300000,12069,B,,挑球,,1.0,C1,328,405,2.0,,,1,0,,A3,116.0,876.0,1.0,1000.0,416,-370,395,-370,351.0,-236.0,228.0,1193.0,40.0,30.0,50.0,30.0,66.5,76.75,101.55201868993053,61.25,76.75,98.19432264647483,0.19970556451936938,21.0,"[0, 0, 0, 1]","[1, 0, 0, 0]"
2018-Indonesia_open-finals-1-2,1,11,00:06:43.500000,12104,A,,長球,,1.0,A3,116,876,1.0,,,1,0,,D4,31.0,43.0,2.0,1000.0,351,-236,228,1193,150.0,-677.0,150.0,-677.0,30.0,60.0,0.0,90.0,39.25,93.5,101.40420356178534,10.0,162.75,163.05693024217032,0.2579139876005177,1434.283793396551,"[1, 0, 0, 0]","[0, 0, 0, 1]"
